DISTRICT,DA311TA09R,DA311TA10R,DA311TC09R,DA311TC10R,DA311TM09R,DA311TM10R,DA311TR09R,DA311TR10R,DA311TS09R,DA311TS10R,DA311TW09R,DA311TW10R,DB311TA09R,DB311TA10R,DB311TC09R,DB311TC10R,DB311TM09R,DB311TM10R,DB311TR09R,DB311TR10R,DB311TS09R,DB311TS10R,DB311TW09R,DB311TW10R,DE311TA09R,DE311TA10R,DE311TC09R,DE311TC10R,DE311TM09R,DE311TM10R,DE311TR09R,DE311TR10R,DE311TS09R,DE311TS10R,DE311TW09R,DE311TW10R,DF311TA09R,DF311TA10R,DF311TC09R,DF311TC10R,DF311TM09R,DF311TM10R,DF311TR09R,DF311TR10R,DF311TS09R,DF311TS10R,DF311TW09R,DF311TW10R,DH311TA09R,DH311TA10R,DH311TC09R,DH311TC10R,DH311TM09R,DH311TM10R,DH311TR09R,DH311TR10R,DH311TS09R,DH311TS10R,DH311TW09R,DH311TW10R,DI311TA09R,DI311TA10R,DI311TC09R,DI311TC10R,DI311TM09R,DI311TM10R,DI311TR09R,DI311TR10R,DI311TS09R,DI311TS10R,DI311TW09R,DI311TW10R,DL311TA09R,DL311TA10R,DL311TC09R,DL311TC10R,DL311TM09R,DL311TM10R,DL311TR09R,DL311TR10R,DL311TS09R,DL311TS10R,DL311TW09R,DL311TW10R,DM311TA09R,DM311TA10R,DM311TC09R,DM311TC10R,DM311TM09R,DM311TM10R,DM311TR09R,DM311TR10R,DM311TS09R,DM311TS10R,DM311TW09R,DM311TW10R,DP311TA09R,DP311TA10R,DP311TC09R,DP311TC10R,DP311TM09R,DP311TM10R,DP311TR09R,DP311TR10R,DP311TS09R,DP311TS10R,DP311TW09R,DP311TW10R,DR311TA09R,DR311TA10R,DR311TC09R,DR311TC10R,DR311TM09R,DR311TM10R,DR311TR09R,DR311TR10R,DR311TS09R,DR311TS10R,DR311TW09R,DR311TW10R,DS311TA09R,DS311TA10R,DS311TC09R,DS311TC10R,DS311TM09R,DS311TM10R,DS311TR09R,DS311TR10R,DS311TS09R,DS311TS10R,DS311TW09R,DS311TW10R,DW311TA09R,DW311TA10R,DW311TC09R,DW311TC10R,DW311TM09R,DW311TM10R,DW311TR09R,DW311TR10R,DW311TS09R,DW311TS10R,DW311TW09R,DW311TW10R
"205901",62,63,67,75,74,75,84,85,92,94,80,87,62,66,71,71,70,72,83,89,88,-4,89,86,58,60,60,69,71,72,80,84,90,92,78,88,64,65,63,73,76,76,87,89,94,95,91,90,56,59,59,70,70,73,81,83,89,91,81,87,-1,75,-1,-1,-1,88,-1,88,-1,-1,-1,-1,50,56,37,50,62,76,76,74,62,67,80,95,61,62,71,76,73,74,82,82,91,93,71,84,79,71,86,80,89,86,-4,71,-4,-4,80,-1,45,44,49,60,59,58,76,77,85,90,69,83,21,27,29,41,35,34,44,62,66,66,27,53,68,68,75,79,79,77,87,87,95,96,79,87
"205902",78,83,80,86,86,89,93,95,93,95,94,95,65,78,61,81,79,90,88,93,-4,95,92,94,65,73,63,76,77,83,87,92,85,91,93,94,78,82,77,82,84,89,94,96,94,96,99,98,70,76,69,79,79,85,90,93,88,93,94,95,87,75,-1,83,93,91,93,-4,-1,-1,-4,-1,58,73,29,60,79,85,79,85,80,-1,91,80,78,83,82,88,87,89,92,94,93,95,89,93,75,81,70,88,83,84,91,95,94,-4,-4,88,57,64,61,68,70,76,86,89,87,90,86,91,49,54,42,52,65,65,72,78,69,77,65,83,86,89,89,92,91,92,96,97,97,97,93,97
"205903",70,72,77,78,77,80,88,90,94,94,89,94,77,68,77,82,82,76,89,92,-4,-4,85,-4,62,64,72,68,71,73,83,85,91,89,82,94,71,73,75,77,78,80,91,90,97,94,92,95,62,65,66,71,71,75,84,86,91,90,87,93,82,91,-1,-1,82,91,-4,-4,-1,-1,-1,-4,50,48,62,30,66,64,70,68,-1,-1,71,81,69,71,79,79,77,80,86,89,92,94,86,93,86,93,-4,-4,90,93,95,-4,83,-1,-4,-1,48,48,60,56,59,61,78,80,89,87,79,84,18,28,21,31,27,42,46,56,65,63,53,-4,75,79,84,84,82,85,91,93,96,96,92,94
"205904",57,60,62,59,68,73,82,84,89,90,87,92,80,82,-4,80,80,82,90,-4,-1,-1,-1,-1,54,59,60,57,66,72,79,83,86,89,84,92,56,60,58,55,68,72,82,86,87,89,88,95,55,59,60,59,67,72,81,84,88,90,86,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,39,-1,-1,57,65,59,47,-1,-1,-4,57,58,60,67,64,69,74,81,82,90,91,86,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,37,45,42,49,54,70,73,83,86,76,84,24,17,24,11,34,31,58,70,67,50,80,67,75,69,81,63,83,79,92,85,97,94,88,-4
"205905",68,75,71,83,75,81,92,92,91,95,99,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,70,60,80,70,78,89,89,84,91,98,94,67,76,64,83,75,83,93,93,91,97,99,99,63,72,68,79,72,79,90,91,90,94,98,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,85,-1,-4,71,83,86,92,-1,-1,-4,-1,69,74,79,84,76,80,91,90,91,93,99,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,52,50,69,53,61,84,86,85,91,97,92,71,43,88,71,75,53,81,64,-4,93,-4,83,87,88,86,98,90,90,99,96,97,-4,-4,-4
"205906",67,70,81,78,77,79,83,87,95,93,90,88,76,76,-1,70,81,81,-4,94,-1,83,80,-1,60,64,75,73,73,75,78,83,92,91,88,87,68,69,76,77,77,78,87,89,94,96,94,90,62,66,77,76,74,76,80,85,93,92,89,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,31,40,17,50,36,28,54,-1,-1,-1,-1,65,70,85,79,77,80,80,85,95,91,86,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,64,61,59,60,73,76,91,88,80,77,27,28,43,25,37,33,44,64,89,65,60,61,86,86,95,89,91,91,95,97,-4,97,96,95
"205907",51,55,56,64,65,65,77,80,85,92,87,84,58,56,67,71,73,67,75,89,83,83,-1,-1,46,51,50,60,62,62,73,78,82,90,86,82,51,54,49,61,66,63,77,83,84,92,93,86,50,53,54,62,64,63,76,79,85,92,87,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,10,-1,-3,56,30,53,70,43,60,-4,-1,52,57,66,68,63,66,76,77,87,92,82,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,37,39,50,48,50,66,70,80,89,82,78,18,20,27,12,26,17,36,42,47,79,83,50,71,78,84,88,81,85,90,92,87,-4,90,-4
"206901",64,72,71,77,73,80,86,88,94,96,93,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,63,57,68,62,75,78,82,89,93,91,84,65,72,65,76,73,82,87,87,94,95,98,93,47,58,53,63,58,70,76,78,89,92,92,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,43,11,60,38,50,52,45,67,-1,71,86,64,71,76,78,72,79,85,89,93,97,89,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,43,47,54,43,61,72,71,88,92,86,72,32,55,43,40,37,65,57,94,79,-1,-1,-1,78,83,84,87,83,89,95,97,96,99,95,91
"206902",54,56,65,70,63,66,83,86,90,92,81,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,53,63,72,59,64,77,84,92,90,90,-4,62,51,68,71,71,60,95,91,-4,94,-4,-1,50,69,38,-1,67,69,75,85,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,59,63,70,57,69,75,83,80,91,73,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,43,40,58,44,57,62,74,85,86,67,-1,6,9,22,20,7,18,50,55,56,80,-1,-1,56,55,73,71,63,66,86,87,91,91,80,-4
"206903",59,56,71,67,68,66,84,91,86,96,93,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,48,74,60,63,56,79,89,89,94,-4,71,62,55,67,72,68,63,90,92,86,-4,-4,75,25,45,60,50,42,55,50,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,58,76,60,70,70,76,90,86,91,80,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,33,65,52,53,44,74,87,78,95,-4,60,13,10,29,29,36,44,40,70,-1,80,-1,-1,66,62,78,78,74,73,90,90,87,-4,91,82
"207901",75,82,74,78,87,92,89,92,88,94,88,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,78,66,72,87,90,84,90,86,89,83,98,76,85,63,80,89,94,93,96,87,95,95,-4,68,75,66,68,85,89,84,89,87,91,86,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,50,13,40,31,64,46,55,33,80,-1,-1,73,79,82,76,86,89,85,89,90,93,80,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,63,52,61,74,82,79,83,82,90,83,97,27,17,22,40,53,50,60,73,43,-1,-1,-1,87,94,88,95,92,96,97,98,92,-4,93,-4
"208901",51,54,55,56,62,69,87,87,97,87,93,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,52,54,58,54,68,82,88,-4,85,-4,67,46,53,46,56,53,64,89,95,-4,76,-4,83,48,42,53,39,59,57,80,86,-4,82,-4,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,54,58,57,68,74,86,81,96,96,87,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,28,29,41,38,52,78,82,-4,79,90,71,24,33,27,22,50,67,58,71,-4,90,60,-1,52,61,56,63,63,77,90,88,96,89,90,82
"208902",63,70,75,78,72,78,84,86,91,93,87,90,50,53,68,55,61,64,78,84,88,85,94,83,53,59,68,68,65,69,76,78,88,88,83,85,61,69,70,76,71,77,83,87,91,96,91,93,55,59,67,68,65,71,79,78,86,90,82,84,67,78,-1,86,83,89,83,-4,-1,-4,-1,-1,29,29,26,47,44,45,51,46,91,-4,71,73,65,70,80,80,73,78,85,84,92,91,82,86,-4,-4,-4,-1,-4,-4,-4,-4,-4,-1,-1,-1,40,50,56,63,53,62,70,75,81,89,78,78,34,35,55,51,49,46,59,51,83,69,57,42,73,83,84,91,80,86,90,94,96,98,90,97
"208903",71,81,61,85,82,87,91,93,91,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,80,56,77,81,85,88,92,88,95,-4,-4,70,89,57,89,83,92,93,98,90,-4,-4,-4,64,75,55,70,71,84,91,90,87,79,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,40,-1,-1,40,60,40,40,-1,-1,-1,-1,72,73,67,81,82,81,90,88,92,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,70,44,72,67,79,82,89,84,86,-4,-4,38,11,-1,-1,40,25,71,50,-1,-1,-1,-1,73,83,64,90,86,88,91,94,93,-4,-4,-4
"209901",84,84,89,89,89,86,93,96,96,96,98,-4,88,80,-4,80,88,80,88,80,-4,-1,-1,-1,70,76,78,80,81,79,85,91,95,91,93,-4,87,85,87,90,92,88,95,98,94,96,-4,-4,74,69,76,74,88,75,83,88,88,94,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,13,-1,-1,67,25,80,33,-1,-1,-1,-1,81,83,92,88,87,84,92,95,98,96,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,57,70,76,71,64,83,86,89,88,86,-4,44,68,78,70,61,79,63,76,88,80,80,-4,85,88,91,93,90,89,95,98,97,98,98,-4
"209902",57,66,65,66,69,76,77,86,89,-4,68,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,59,56,64,65,71,79,84,85,-4,67,81,58,74,70,72,69,78,78,93,92,-4,69,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,53,60,55,69,73,76,74,87,-4,67,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,32,47,47,48,54,60,67,86,-4,59,-1,20,43,-1,-1,33,-1,40,83,-1,-1,-1,-1,58,65,66,68,69,75,77,84,88,-4,67,86
"210901",76,76,84,88,85,86,89,88,97,97,93,90,59,63,68,81,74,78,82,81,99,98,93,86,71,71,78,85,83,83,86,85,96,96,92,87,77,79,78,86,86,87,91,92,95,96,98,94,79,74,84,84,89,86,88,86,94,95,96,93,20,-1,-1,-1,60,-1,40,-1,-1,-1,-1,-1,70,63,70,67,85,79,80,78,71,83,90,91,75,73,89,90,85,84,88,85,99,98,88,85,67,75,50,-1,89,75,75,88,83,-1,-1,-1,61,60,72,78,75,75,81,80,95,94,90,81,44,32,87,70,62,53,62,62,92,94,57,42,84,85,93,95,89,90,95,94,98,99,92,89
"210902",90,89,95,92,95,94,96,97,-4,98,96,95,71,67,88,80,78,87,95,80,-1,-1,-1,-1,86,85,96,89,94,92,94,96,-4,98,93,95,90,91,94,92,97,96,97,97,-4,99,93,98,83,68,-4,67,96,81,91,89,-4,-4,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,46,-1,-1,86,62,-4,69,-1,-1,-1,80,89,87,96,93,94,93,94,97,-4,98,98,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,76,89,81,87,85,89,93,-4,94,86,93,84,82,89,91,89,86,95,97,-4,-4,89,-1,91,92,95,95,96,96,96,98,-4,98,96,96
"210903",75,80,80,94,84,87,90,89,94,97,98,97,54,63,60,89,76,73,83,80,96,96,-4,96,63,74,67,92,78,83,81,83,85,98,97,97,74,80,77,93,84,87,90,88,94,96,-4,98,64,71,59,80,76,81,66,76,67,-4,-4,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,43,29,-1,50,64,29,46,50,-1,-1,80,76,80,82,94,84,87,90,89,93,-4,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,55,60,85,67,70,78,75,87,94,95,90,50,35,67,50,47,36,71,65,60,-4,-1,-1,84,87,90,96,88,92,95,93,96,98,97,98
"210904",66,68,71,77,74,80,86,86,94,96,90,96,61,58,82,69,67,70,81,83,-4,-4,88,93,64,66,68,74,72,80,84,85,92,96,88,96,61,69,60,75,69,79,86,90,95,95,96,96,67,69,65,71,79,85,83,84,90,95,83,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,61,-1,-1,70,81,66,69,-1,-1,80,-4,70,67,82,79,79,81,86,82,94,97,83,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,53,55,72,61,67,76,76,89,92,83,92,55,40,-1,-1,55,43,80,65,-1,-4,-1,-1,70,77,68,89,76,85,94,91,92,93,-4,93
"210905",78,82,77,83,86,91,94,94,99,-4,94,96,65,60,48,56,75,80,88,81,-4,-4,-4,82,73,81,70,84,80,91,93,92,-4,-4,95,95,78,86,70,84,85,94,96,95,98,-4,98,-4,88,92,73,91,88,96,96,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,85,82,86,89,91,93,-4,-4,88,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,64,57,48,73,82,84,88,-4,-4,88,93,63,83,-1,-1,73,-4,73,-4,-4,-1,-1,-1,81,88,85,90,88,95,95,97,99,-4,91,98
"210906",68,83,85,87,73,88,90,93,-1,-4,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,80,75,80,83,85,83,85,-1,-1,-1,-4,56,77,75,80,67,82,94,95,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,90,-4,90,77,95,86,90,-1,-4,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,65,75,-1,63,75,78,85,-1,-1,80,-4,71,-1,-1,-1,71,-1,83,-1,-1,-1,-1,-1,71,88,92,93,74,93,95,98,-1,-4,-4,-4
"211901",69,76,-1,-1,86,83,92,85,-1,-1,71,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,76,-1,-1,82,84,89,80,-1,-1,55,92,70,71,-1,-1,88,82,88,76,-1,-1,77,-4,48,71,-1,-1,67,81,81,75,-1,-1,60,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,77,-1,-1,55,85,80,77,-1,-1,50,80,68,80,-1,-1,84,84,95,92,-1,-1,63,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,63,-1,-1,71,74,82,74,-1,-1,40,91,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,81,-1,-1,-4,86,-4,95,-1,-1,82,-4
"211902",80,83,85,89,88,88,92,95,96,96,95,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,75,80,84,84,82,88,92,92,94,96,98,81,83,88,85,89,89,93,94,94,93,95,97,71,75,79,82,82,83,87,90,93,94,95,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,45,44,83,68,50,68,70,57,-4,-1,-1,79,82,84,94,87,86,91,95,97,98,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,60,68,75,64,69,76,87,86,91,83,96,47,60,67,38,69,70,76,81,-1,90,-1,-4,90,92,93,99,94,93,97,-4,98,98,94,-4
"212801",67,85,78,92,72,91,82,95,-1,-1,94,92,48,80,-1,-4,56,91,69,88,-1,-1,91,88,64,87,-4,93,74,94,75,94,-1,-1,93,-4,74,88,75,92,78,91,88,98,-1,-1,-4,-4,-4,80,-1,-1,-4,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,82,80,92,67,91,77,91,-1,-1,89,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,71,43,75,57,91,65,86,-1,-1,91,-1,63,71,-1,-1,64,80,50,80,-1,-1,-1,-1,73,87,71,88,77,92,87,97,-1,-1,95,94
"212803",27,17,27,38,46,23,44,43,43,56,40,43,10,12,20,30,60,24,11,47,-1,25,-1,-1,27,18,27,35,46,22,44,44,43,54,40,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,33,-1,-1,33,38,50,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,17,27,38,46,23,44,43,43,56,40,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,16,27,33,46,20,44,41,43,55,40,43,17,7,33,26,27,15,38,29,50,50,-1,20,40,17,25,39,47,21,58,39,57,71,-1,-1
"212901",74,84,79,94,79,89,92,95,95,98,97,97,60,69,60,84,74,78,89,90,86,96,93,-4,70,79,73,92,76,84,90,94,93,99,96,96,76,85,78,91,81,91,98,96,94,95,-4,98,65,78,50,94,71,85,87,93,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,80,-3,-1,67,80,92,-4,-1,-1,-1,-1,71,84,81,96,77,87,87,93,96,-4,94,95,83,-4,-1,-1,83,-4,-4,-4,-1,-1,-1,-1,52,70,62,86,60,78,85,91,90,96,94,94,25,57,50,-4,30,64,67,77,80,-4,67,63,78,88,88,95,81,91,93,96,96,98,97,96
"212902",76,78,82,83,81,87,93,93,97,96,96,93,60,68,69,88,71,77,88,87,-4,93,94,95,62,67,70,77,71,78,89,88,93,94,91,88,78,80,78,81,83,88,97,97,96,98,99,94,44,57,52,58,63,77,76,82,89,88,91,88,75,50,80,83,83,88,-4,75,-4,-4,-1,-1,27,43,17,-1,53,64,60,64,-4,-1,-1,-1,73,77,86,84,80,86,90,89,98,93,92,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,55,63,67,61,71,84,85,93,92,92,87,46,52,51,57,50,68,77,77,92,83,88,67,78,80,86,84,83,88,95,94,97,96,97,93
"212903",88,89,90,93,93,95,96,96,98,99,97,93,77,76,76,82,86,87,91,92,98,-4,92,92,80,84,85,89,90,92,92,93,96,98,93,91,88,89,87,92,94,94,97,97,97,99,98,96,80,82,77,89,90,91,94,90,98,-4,96,93,78,90,83,83,78,-4,-4,-4,-4,-4,-1,-1,73,66,58,78,87,84,85,81,-1,-4,90,95,88,89,93,94,93,96,95,95,98,99,96,91,93,97,88,-4,-4,97,96,-4,-4,-4,-4,-4,75,74,74,80,86,86,90,91,94,98,93,88,68,53,72,62,80,72,80,77,79,90,75,74,90,92,92,95,94,96,97,97,97,99,98,93
"212904",81,87,79,88,90,91,93,95,93,98,98,99,62,70,50,71,76,79,91,89,92,88,93,-4,74,82,70,82,85,89,92,94,90,96,97,99,82,89,79,90,91,93,94,96,94,96,-4,99,80,75,79,82,91,87,91,84,-4,94,-4,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,50,40,-1,73,75,64,50,-1,-1,-1,-1,80,84,79,87,89,90,93,94,93,-4,97,99,83,88,-1,-1,83,88,83,-4,-1,-1,-1,-1,68,78,58,75,82,86,88,91,84,94,98,99,55,62,45,45,67,74,70,81,56,-4,80,-4,85,91,83,92,92,94,94,97,93,-4,99,99
"212905",63,68,71,76,72,77,84,86,87,92,91,91,50,56,59,68,60,65,79,82,84,87,88,87,55,60,61,68,66,71,79,82,82,89,89,89,64,69,68,74,73,77,86,89,88,92,94,94,57,63,63,68,70,75,79,82,82,90,90,90,88,89,91,88,92,92,92,94,-4,-1,-4,-4,50,55,46,54,66,71,69,73,62,77,88,88,62,67,74,78,71,76,82,84,87,91,89,88,89,92,90,93,92,95,97,97,93,95,97,-4,44,51,53,62,56,63,74,77,79,87,86,85,20,22,30,28,28,32,43,47,51,56,53,51,84,86,92,93,87,89,95,95,97,97,96,96
"212906",82,84,85,87,89,91,93,95,96,98,95,95,58,62,59,64,72,78,82,87,86,94,88,90,69,73,70,78,80,84,87,90,90,96,90,91,82,85,82,86,90,92,94,96,96,97,97,97,71,81,70,80,83,91,90,93,93,95,95,96,73,83,80,88,87,89,93,-4,-1,-1,-1,-4,69,69,-1,67,83,86,77,81,-1,-1,90,-4,82,83,88,88,89,90,92,94,97,98,93,94,96,95,96,94,99,98,99,99,-4,-4,-4,-4,63,64,69,70,77,78,86,89,93,95,87,89,54,55,59,53,69,77,70,75,83,95,67,71,86,87,89,91,92,93,95,96,98,98,96,96
"212909",72,76,78,83,80,84,88,90,93,96,91,93,56,66,62,80,66,74,83,89,88,94,93,88,65,71,72,79,75,81,83,87,91,95,89,90,72,77,75,81,80,83,91,93,94,96,94,95,67,70,71,74,80,82,83,84,92,95,92,91,80,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,48,53,38,54,68,74,63,70,68,76,89,76,71,76,81,85,79,85,85,88,93,96,88,91,-4,-4,-4,-1,-4,-4,-4,-4,-1,-1,-1,-1,48,56,56,66,62,70,76,81,87,92,82,84,27,36,44,34,38,51,59,65,70,82,47,73,82,86,90,90,86,90,94,95,97,98,89,96
"212910",73,79,82,86,80,88,89,90,96,96,87,93,64,67,69,76,72,79,88,83,95,98,91,92,70,73,78,82,79,86,86,86,97,96,89,91,72,78,82,81,80,87,86,92,96,98,94,95,67,73,76,78,81,86,82,85,-4,90,93,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,11,-1,-1,50,38,40,22,-1,-1,-1,-1,75,79,82,90,81,89,91,88,97,95,80,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,74,67,81,70,87,81,88,92,94,82,95,23,34,47,50,39,56,60,57,69,71,50,67,78,84,89,91,83,91,91,93,96,97,83,95
"213801",55,54,82,79,58,59,81,81,95,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,55,81,78,59,59,86,80,96,96,-1,-1,60,54,86,77,63,59,88,87,97,93,-1,-1,33,56,-1,60,20,56,83,78,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,54,77,83,52,60,71,73,92,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,44,74,77,42,50,76,77,93,92,-1,-1,25,26,45,58,31,31,50,50,85,79,-1,-1,57,54,82,81,61,61,81,80,97,93,-1,-1
"213901",79,83,83,87,87,89,92,95,94,98,94,94,90,67,80,-1,90,89,-4,89,-1,-1,-1,-1,71,75,71,80,82,84,87,91,86,96,91,90,78,82,78,84,86,88,94,96,92,98,95,96,68,73,65,78,79,82,88,92,84,96,98,90,82,93,80,89,88,93,94,-4,-4,80,-4,-1,51,59,38,70,65,76,72,81,52,87,95,86,81,84,88,90,89,90,91,94,96,98,92,91,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,49,58,61,73,65,71,80,85,85,94,80,78,51,63,65,67,67,72,71,77,79,86,50,80,83,86,88,91,90,91,94,96,97,98,92,95
"214901",69,78,80,86,82,88,83,87,94,97,94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,78,79,86,82,88,83,87,94,97,94,96,70,79,77,85,83,89,85,90,93,97,97,97,69,78,80,86,82,88,83,87,94,97,94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,70,68,79,77,85,70,79,85,91,92,94,68,76,83,88,81,88,81,84,95,96,91,95,87,92,89,-4,93,92,93,92,-4,-4,-1,-1,59,72,69,81,76,85,76,82,89,94,93,95,32,62,60,86,56,86,45,65,94,-4,74,86,-1,80,-1,-1,-1,80,-1,80,-1,-1,-1,-1
"214902",79,86,76,97,91,89,95,94,98,98,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,85,76,97,90,89,94,93,97,98,97,-4,85,89,79,97,93,90,99,94,-4,97,-4,-4,79,86,75,97,91,89,95,94,98,98,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,75,-1,80,82,85,92,75,-1,-1,-1,-4,74,84,74,98,89,88,92,94,97,-4,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,77,68,96,84,84,91,85,96,94,92,-4,40,44,60,86,75,57,67,67,-4,-4,-1,-4,67,-1,83,-1,83,-1,-4,-1,-4,-1,-1,-1
