DISTRICT,DA311TA09R,DA311TA10R,DA311TC09R,DA311TC10R,DA311TM09R,DA311TM10R,DA311TR09R,DA311TR10R,DA311TS09R,DA311TS10R,DA311TW09R,DA311TW10R,DB311TA09R,DB311TA10R,DB311TC09R,DB311TC10R,DB311TM09R,DB311TM10R,DB311TR09R,DB311TR10R,DB311TS09R,DB311TS10R,DB311TW09R,DB311TW10R,DE311TA09R,DE311TA10R,DE311TC09R,DE311TC10R,DE311TM09R,DE311TM10R,DE311TR09R,DE311TR10R,DE311TS09R,DE311TS10R,DE311TW09R,DE311TW10R,DF311TA09R,DF311TA10R,DF311TC09R,DF311TC10R,DF311TM09R,DF311TM10R,DF311TR09R,DF311TR10R,DF311TS09R,DF311TS10R,DF311TW09R,DF311TW10R,DH311TA09R,DH311TA10R,DH311TC09R,DH311TC10R,DH311TM09R,DH311TM10R,DH311TR09R,DH311TR10R,DH311TS09R,DH311TS10R,DH311TW09R,DH311TW10R,DI311TA09R,DI311TA10R,DI311TC09R,DI311TC10R,DI311TM09R,DI311TM10R,DI311TR09R,DI311TR10R,DI311TS09R,DI311TS10R,DI311TW09R,DI311TW10R,DL311TA09R,DL311TA10R,DL311TC09R,DL311TC10R,DL311TM09R,DL311TM10R,DL311TR09R,DL311TR10R,DL311TS09R,DL311TS10R,DL311TW09R,DL311TW10R,DM311TA09R,DM311TA10R,DM311TC09R,DM311TC10R,DM311TM09R,DM311TM10R,DM311TR09R,DM311TR10R,DM311TS09R,DM311TS10R,DM311TW09R,DM311TW10R,DP311TA09R,DP311TA10R,DP311TC09R,DP311TC10R,DP311TM09R,DP311TM10R,DP311TR09R,DP311TR10R,DP311TS09R,DP311TS10R,DP311TW09R,DP311TW10R,DR311TA09R,DR311TA10R,DR311TC09R,DR311TC10R,DR311TM09R,DR311TM10R,DR311TR09R,DR311TR10R,DR311TS09R,DR311TS10R,DR311TW09R,DR311TW10R,DS311TA09R,DS311TA10R,DS311TC09R,DS311TC10R,DS311TM09R,DS311TM10R,DS311TR09R,DS311TR10R,DS311TS09R,DS311TS10R,DS311TW09R,DS311TW10R,DW311TA09R,DW311TA10R,DW311TC09R,DW311TC10R,DW311TM09R,DW311TM10R,DW311TR09R,DW311TR10R,DW311TS09R,DW311TS10R,DW311TW09R,DW311TW10R
"042903",62,65,61,82,72,76,87,84,88,96,89,91,-3,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,55,59,50,83,66,72,83,79,83,97,88,89,63,71,62,83,75,77,93,91,94,96,92,86,48,52,43,72,60,65,87,80,83,-4,92,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,59,60,81,69,76,81,78,82,96,86,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,42,41,79,58,59,79,73,83,96,78,80,15,-3,25,60,25,42,38,18,60,83,-1,-1,71,73,72,87,79,84,89,86,92,95,91,89
"042905",73,72,74,81,81,81,85,85,93,86,-4,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,69,-1,76,-1,80,-1,82,-1,83,-1,93,78,76,71,85,85,83,88,90,93,95,-4,-4,50,72,-1,-4,57,79,86,80,-1,-4,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,63,-1,-1,-1,57,-1,75,-1,-1,-1,-1,68,68,76,77,77,80,83,80,93,75,-4,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,54,64,60,62,64,71,71,86,67,-1,89,6,33,22,25,23,33,29,64,75,50,-1,-1,77,72,79,78,85,82,85,86,93,84,-4,-4
"042906",33,45,44,62,46,54,67,82,80,-4,83,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,43,33,56,39,52,61,81,76,-4,80,88,36,43,33,69,46,52,79,91,88,-4,-1,-4,23,46,33,50,38,69,69,85,75,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,46,50,50,46,56,57,73,76,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,22,32,50,20,35,60,67,72,-4,-1,-1,-3,17,-1,-1,-3,20,-3,50,-1,-1,-1,-1,37,48,48,67,49,53,67,85,82,-4,-1,83
"043901",91,94,93,96,95,96,97,98,99,99,97,98,82,86,83,92,88,91,94,96,99,99,96,96,80,87,83,90,88,92,92,96,97,99,92,95,91,94,91,95,95,96,98,99,99,-4,99,99,83,90,85,92,90,94,94,97,98,99,93,96,89,89,89,90,92,93,95,99,96,-4,-4,-4,75,82,72,78,86,90,86,91,84,90,87,94,91,94,95,97,95,96,97,98,99,99,95,97,97,98,96,98,99,99,99,99,-4,99,99,-4,76,79,81,86,85,86,92,93,97,97,92,96,72,76,76,84,83,83,87,92,94,95,87,91,93,95,95,97,96,97,98,99,99,-4,98,98
"043902",79,82,79,84,88,90,93,93,93,98,95,97,70,75,69,69,83,85,91,91,92,97,86,94,70,76,69,75,84,87,88,90,88,97,94,95,78,82,76,81,87,90,94,94,91,98,97,97,71,76,62,74,84,90,87,89,86,97,95,96,90,90,-4,-1,90,-4,-4,-4,-1,-1,-1,-1,38,53,-3,33,58,82,69,61,33,-4,-1,-4,81,82,83,86,89,91,92,91,95,98,92,96,92,88,-1,83,92,-4,92,94,-1,-4,-4,-1,50,56,49,64,69,72,81,82,82,94,90,91,31,43,54,50,55,57,68,71,77,79,71,92,83,85,85,89,90,91,95,94,95,98,96,97
"043903",83,87,88,92,88,91,93,95,97,94,95,99,70,71,84,72,76,87,86,88,91,79,-4,93,65,73,72,82,76,84,81,87,86,82,88,97,85,88,88,93,89,92,95,97,95,95,99,-4,68,75,76,81,79,83,83,90,90,83,96,98,89,91,-1,-4,89,91,89,-4,-1,-1,-1,-1,50,36,-1,20,72,56,53,60,-1,-1,-1,-1,81,86,89,90,88,91,92,93,98,93,91,98,-4,-4,-4,-1,-4,-4,-4,-4,-1,-1,-1,-4,49,58,70,78,62,67,78,81,92,81,87,95,40,48,61,56,44,61,69,76,69,74,85,-4,87,91,91,95,91,94,96,97,98,97,95,99
"043904",79,82,84,86,86,88,92,95,95,98,97,96,75,71,80,73,79,77,86,86,96,-4,-4,-4,71,74,73,76,81,82,85,92,94,96,98,95,79,81,82,82,86,89,93,95,95,98,-4,97,68,74,75,73,79,85,85,92,91,93,-4,94,-4,88,-1,-1,-4,-4,-4,88,-1,-1,-1,-1,43,52,33,22,64,58,51,81,88,67,-4,-4,80,82,86,90,86,88,90,94,95,98,93,95,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,50,56,58,61,64,64,78,88,88,93,91,-4,51,62,67,60,77,72,62,74,69,-4,86,83,83,85,87,91,88,90,94,97,96,99,95,96
"043905",92,94,94,96,95,96,97,98,99,99,97,98,82,86,85,91,89,91,94,97,98,99,97,99,81,84,85,90,89,90,92,94,97,99,95,96,92,94,93,96,95,96,98,98,99,99,99,99,85,89,89,93,91,93,94,95,97,99,97,97,91,95,95,94,95,98,97,98,96,-4,96,96,70,75,71,73,84,87,80,84,82,96,90,97,91,94,94,97,95,96,97,98,99,-4,96,98,97,97,97,98,99,99,99,99,99,-4,99,-4,70,76,77,85,81,85,90,91,95,98,90,94,68,74,76,82,80,85,85,89,94,96,86,90,94,96,96,98,97,98,98,99,99,-4,98,98
"043907",84,87,89,92,89,91,93,95,97,98,95,96,69,75,76,83,76,81,89,91,94,97,93,96,64,71,70,79,75,81,82,86,89,96,87,91,85,87,87,91,90,91,95,96,96,98,98,98,68,73,73,80,78,83,83,87,90,95,88,92,87,89,96,91,88,91,97,97,-4,-4,-4,96,50,52,43,59,68,70,66,70,60,82,80,83,83,87,90,93,88,92,92,94,97,98,93,94,91,94,92,97,95,97,95,98,98,99,98,-4,55,61,65,74,67,73,79,83,87,94,84,87,51,59,68,69,64,70,70,80,79,90,73,86,92,93,96,97,94,96,97,98,99,-4,97,97
"043908",82,88,88,90,88,94,92,95,98,99,93,96,71,83,60,83,76,96,83,98,83,-4,-4,92,72,84,70,86,82,93,88,92,93,-4,92,98,84,89,90,88,89,95,91,97,99,98,96,98,73,78,72,85,87,91,89,92,94,-4,84,89,77,80,-1,-1,92,80,92,90,-1,-1,-1,-1,52,48,45,75,79,74,83,68,86,-4,80,60,80,87,86,92,87,93,93,93,98,99,89,93,-4,83,-4,-1,-4,83,-4,-4,-1,-1,-1,-1,55,68,69,78,71,83,79,85,95,98,83,86,26,44,40,63,48,67,55,64,86,82,54,74,84,90,92,92,89,95,93,96,99,98,94,97
"043910",87,90,90,93,92,94,95,96,98,99,97,97,70,75,76,82,79,82,89,93,95,98,93,93,68,74,72,80,79,84,86,90,93,96,91,93,88,90,89,92,92,93,96,97,98,99,98,98,71,77,75,81,81,86,88,91,93,96,92,94,85,86,90,97,91,91,93,97,-4,-4,-4,-4,59,66,51,65,74,81,77,79,80,89,89,91,87,89,92,93,92,94,95,96,98,99,95,96,96,97,96,97,98,99,98,99,-4,-4,-4,-4,59,64,65,72,72,77,82,85,90,94,88,89,60,66,67,74,74,78,80,84,89,92,86,84,92,94,95,96,95,96,98,98,99,-4,97,98
"043911",75,79,87,88,81,85,91,92,96,99,94,97,64,71,71,83,68,77,88,90,95,97,-4,96,68,74,80,85,76,81,86,89,92,97,94,96,75,81,84,88,82,86,93,94,95,99,98,99,71,78,76,84,80,85,89,90,88,99,94,99,88,81,71,-4,88,81,-4,-4,-4,-1,-1,-1,50,65,42,57,64,77,73,78,50,90,91,98,75,78,90,89,81,84,89,90,97,98,90,94,89,-4,-1,-4,88,-4,-4,-4,-1,-1,-1,-1,53,58,70,75,63,68,81,83,91,96,89,91,42,43,78,63,49,58,63,72,95,96,71,78,77,80,92,91,83,85,92,93,99,99,93,96
"043912",90,92,93,94,94,95,97,98,99,-4,96,98,75,79,83,87,82,85,95,95,-4,-4,89,95,75,82,79,86,86,89,87,95,93,99,94,96,91,92,93,93,94,96,97,98,-4,-4,99,99,78,85,78,87,88,92,91,95,94,98,97,93,-4,-4,-1,-1,-4,-4,-4,-4,-1,-1,-1,-1,70,75,70,72,83,86,82,84,80,-4,96,90,89,91,93,96,93,95,97,97,99,99,93,97,-4,89,-4,85,-4,97,-4,92,-4,-4,-4,-4,68,73,72,82,77,81,91,92,96,98,91,95,58,65,76,71,63,68,85,92,80,-4,73,83,93,94,96,97,96,97,98,98,-4,-4,97,99
"043914",82,85,87,89,89,91,93,94,95,96,95,95,75,79,78,80,83,87,91,93,89,94,95,95,73,77,76,82,85,87,88,90,89,92,93,93,84,86,85,89,89,92,95,96,95,96,96,97,77,80,81,86,86,88,90,90,92,95,94,94,84,94,84,86,88,96,93,97,97,89,-4,-4,51,63,49,64,74,82,69,75,59,72,89,91,81,84,88,90,88,90,92,93,95,96,94,92,86,90,88,91,94,95,93,96,97,98,97,-4,57,63,62,68,71,76,83,85,85,89,88,88,37,46,54,58,52,59,65,70,71,84,73,67,85,88,90,92,90,93,95,96,97,97,95,94
"043917",72,77,79,90,79,84,89,90,89,97,87,89,50,-1,-1,-1,83,-1,83,-1,-1,-1,-1,-1,63,69,73,83,74,79,85,87,87,96,75,87,75,82,74,88,82,87,93,94,86,96,92,92,55,60,55,75,69,70,74,77,67,85,70,91,71,-1,-1,-1,71,-1,86,-1,-1,-1,-1,-1,-3,19,-1,33,38,38,31,50,-1,-1,40,-1,69,73,84,92,76,81,85,86,93,98,79,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,68,63,86,62,75,80,83,82,91,69,89,32,34,38,67,41,44,67,61,69,-4,-1,-1,75,80,81,92,80,86,91,92,91,99,91,88
"043918",75,77,78,84,83,83,90,92,93,91,90,93,67,86,71,-4,74,91,87,97,-4,91,-4,-4,66,69,70,78,77,78,84,87,96,89,85,86,75,78,74,83,85,83,93,93,93,94,96,94,65,68,62,75,78,76,90,89,88,89,90,92,80,83,86,-1,90,92,-4,92,-1,-1,-1,-1,50,26,38,30,65,33,77,54,-4,29,83,-1,74,76,81,85,81,84,89,91,93,89,85,91,67,67,80,-1,67,67,-4,78,-1,-1,-1,-1,54,50,61,64,67,62,81,82,84,79,74,79,33,42,45,50,50,52,56,74,81,72,36,70,77,78,81,85,85,85,90,93,93,92,90,92
"043919",94,95,96,96,96,97,99,99,-4,-4,99,99,91,90,96,89,96,95,96,98,-4,95,86,-4,84,92,90,97,88,95,91,95,-4,-4,93,-4,93,96,95,96,96,97,99,99,-4,99,99,-4,89,87,95,87,91,90,98,96,-4,97,97,-4,84,89,-4,-4,89,89,95,-4,-4,-4,-1,-1,50,50,-1,-1,78,88,60,67,-1,-1,-1,-1,95,95,97,97,97,97,98,98,99,-4,99,99,95,99,94,-4,98,-4,98,99,-4,-4,-4,-4,77,77,87,83,85,84,93,93,98,-4,94,97,70,79,81,80,77,84,90,93,-4,94,94,96,95,96,96,97,97,97,99,99,-4,-4,99,99
"044902",81,87,82,91,88,91,94,97,95,96,94,97,71,83,57,71,76,89,-4,-4,-1,-4,-1,-1,75,81,77,85,85,88,90,95,92,93,89,95,88,89,87,90,95,94,97,97,98,98,-4,97,73,80,67,83,84,88,87,93,91,88,88,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,67,-1,-1,73,87,80,87,-1,-1,-1,80,74,85,78,92,83,88,91,96,94,94,89,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,70,61,77,73,76,88,92,89,88,92,85,29,75,64,60,55,80,62,91,88,-4,80,-1,86,93,91,99,92,93,97,99,97,-4,97,-4
"044904",64,66,73,67,67,73,88,93,89,95,-4,87,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,62,67,63,67,69,87,90,92,93,-4,89,69,70,80,63,72,83,93,97,88,-4,-4,83,38,40,-1,33,50,50,88,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,61,67,75,60,60,83,88,91,88,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,50,69,55,42,57,78,90,93,-4,-1,-1,83,50,-1,-1,80,40,-1,-1,-1,-1,-1,-1,67,70,74,76,69,78,87,93,94,93,-4,85
"045902",69,73,81,87,79,81,85,87,93,97,87,90,52,54,57,75,66,62,80,77,83,84,83,92,54,61,66,79,71,73,77,79,88,93,81,85,72,76,80,89,81,83,88,90,95,97,93,93,59,66,68,82,73,77,80,81,89,97,87,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,34,38,-1,71,58,67,65,-1,-1,73,73,65,70,82,85,78,80,83,84,92,97,81,87,90,85,80,-4,-4,92,89,-4,80,-4,-1,-1,40,46,60,70,61,60,69,71,85,92,72,78,28,28,47,67,45,40,49,51,87,89,44,27,76,81,91,91,85,88,89,92,97,-4,89,93
"045903",64,63,71,82,73,70,81,81,95,95,89,88,43,49,48,63,59,57,70,75,89,89,80,88,55,56,59,76,68,64,75,77,90,93,87,88,69,66,73,78,80,74,85,86,96,97,94,93,61,57,66,78,72,66,77,78,94,96,90,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,34,-1,71,58,47,49,51,-1,-1,90,70,58,59,68,86,67,67,78,77,94,92,84,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,43,53,65,56,54,71,69,93,89,80,77,22,23,36,53,21,29,31,40,82,75,50,-1,79,80,87,93,82,85,93,90,99,96,93,92
"045905",74,79,78,83,84,87,91,92,93,97,95,93,51,46,41,59,66,67,81,77,83,88,-4,86,62,70,61,71,75,82,84,88,83,92,94,91,76,80,75,83,86,88,93,93,93,95,96,95,69,80,79,76,79,86,84,92,91,95,92,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,71,50,64,57,85,57,85,-1,-1,82,88,73,78,80,84,82,86,89,92,93,98,93,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,59,61,66,63,74,79,83,82,92,92,87,48,47,42,54,63,84,76,68,50,80,80,-1,84,90,85,95,91,94,97,97,96,-4,95,92
"046802",54,23,60,37,50,30,72,57,86,46,54,50,50,21,-1,-1,43,22,75,54,-1,-1,-1,-1,54,22,60,39,50,30,72,56,86,50,54,46,54,21,-1,44,35,17,80,57,-4,56,57,57,54,6,-1,-3,56,27,69,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,25,33,30,65,43,62,57,-1,-1,50,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,21,56,39,48,31,71,55,83,50,54,42,57,13,-1,40,42,8,73,57,-1,50,44,29,56,27,80,56,44,29,74,73,-1,57,38,50
"046901",77,83,83,88,83,88,92,94,93,97,94,96,72,75,73,89,77,83,93,94,96,-4,96,88,64,71,69,79,74,79,85,89,86,93,91,93,77,83,80,86,83,88,93,95,94,96,98,97,64,72,69,78,74,80,85,90,87,93,91,94,85,75,88,-1,85,75,-4,92,-4,-1,-1,-4,56,61,51,61,71,75,72,80,53,88,90,89,77,83,86,90,83,88,91,93,93,97,90,94,80,85,87,90,88,93,91,91,94,-4,-4,-4,49,60,61,72,60,70,79,86,83,93,84,88,38,49,44,58,49,61,62,74,68,82,67,76,87,91,93,95,90,93,96,97,97,99,96,97
"046902",82,86,87,92,87,90,93,95,97,98,95,97,75,86,84,88,79,90,92,97,95,96,95,94,68,75,75,84,78,83,85,88,94,96,90,93,82,87,85,91,87,90,95,96,98,98,98,99,73,79,78,85,82,86,88,91,95,97,93,95,89,80,93,93,92,88,96,90,-4,-4,-4,-1,55,60,57,68,74,76,68,74,72,85,84,88,81,86,90,93,87,91,91,93,97,98,92,95,86,87,91,89,91,90,94,97,98,-4,90,97,55,68,68,81,65,78,81,87,93,96,85,92,43,54,59,68,54,65,68,77,86,91,69,83,85,89,91,95,89,92,95,96,99,99,96,98
"047901",79,84,83,89,86,90,93,94,93,96,96,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,79,78,84,81,86,89,91,89,93,94,96,78,83,78,85,86,89,93,95,91,97,99,99,75,80,79,86,83,86,90,93,90,92,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,58,46,44,60,70,60,70,60,40,70,-4,80,85,88,92,86,91,92,94,95,96,94,95,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,56,65,64,73,73,78,80,86,86,91,92,94,27,57,17,64,52,73,59,67,80,86,-1,67,82,87,86,90,88,93,95,96,95,99,95,96
"047902",73,77,76,81,80,83,93,95,95,96,95,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,65,66,71,69,74,89,91,92,93,92,87,73,80,74,81,80,88,96,95,97,97,-4,94,56,68,56,75,69,78,86,91,93,94,-4,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,25,14,-1,64,57,50,63,60,-1,-1,-1,73,74,79,82,80,79,90,94,93,96,90,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,44,50,62,55,58,82,86,88,93,86,79,28,47,45,56,33,50,78,88,63,-4,-1,-1,80,81,84,84,84,86,96,96,96,97,93,93
"047903",64,72,75,80,69,82,88,85,96,91,93,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,68,68,74,66,81,87,82,94,88,94,89,73,76,79,84,75,79,93,94,95,95,-4,-4,63,71,68,78,72,83,85,78,96,88,94,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,33,50,13,37,62,58,45,80,57,-1,-1,55,70,71,76,64,85,84,79,96,87,87,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,51,64,62,44,69,74,71,90,86,83,78,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,74,84,82,66,82,92,96,95,94,91,-4
"047905",76,88,66,86,85,92,97,97,97,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,90,64,87,85,94,97,98,95,-4,-4,-4,71,85,55,81,80,90,98,98,-4,-4,-4,-4,53,93,33,-4,76,93,94,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,92,79,93,90,95,95,97,93,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,75,57,82,78,79,93,92,94,-4,-1,-1,40,-1,-1,-1,60,-1,80,-1,-1,-1,-1,-1,82,87,79,84,87,92,97,97,95,-4,-4,-4
"048901",68,70,67,89,76,73,95,93,93,98,91,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,69,65,89,68,73,94,92,86,96,83,-4,70,72,70,87,77,75,96,95,94,96,91,-4,53,66,50,85,62,69,92,93,88,96,94,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,-1,-1,40,40,80,80,-1,-1,-1,-1,66,68,64,93,74,71,93,90,91,-4,92,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,45,53,76,48,51,85,78,90,95,86,86,50,73,-1,-1,56,60,92,80,-1,-1,-1,-1,82,73,81,94,87,77,97,93,97,-4,94,-4
"048903",61,63,70,78,66,71,92,97,88,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,56,65,75,61,64,88,98,88,-4,-1,-4,67,70,61,67,74,79,95,97,67,-4,-4,-4,48,48,56,75,55,55,90,-4,86,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,58,79,86,58,63,89,97,-4,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,32,50,63,38,45,83,95,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,71,84,80,72,79,93,95,91,-4,-4,-4
"049901",65,66,75,80,75,74,82,85,89,91,87,89,60,57,77,71,74,69,79,81,88,93,86,85,61,62,70,76,73,71,80,83,85,88,84,88,66,67,74,78,76,75,84,88,91,92,90,86,58,62,64,76,71,71,76,82,83,87,86,89,50,50,-1,-1,50,63,63,75,-1,-1,-1,-1,40,46,27,46,62,62,53,59,50,42,82,65,64,66,76,83,74,74,81,83,87,91,83,92,95,88,-4,91,95,88,-4,92,-4,-4,-1,-1,45,42,54,60,58,56,70,72,79,83,79,79,29,30,54,43,47,45,51,52,69,71,38,52,73,74,83,87,80,79,90,91,93,94,88,92
"049902",87,90,87,91,92,95,96,97,94,93,-4,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,85,50,83,82,93,93,98,63,86,-4,-4,89,93,85,93,94,97,98,99,93,94,-4,97,63,83,-1,60,75,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,88,88,90,90,94,95,95,94,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,68,43,70,71,85,85,91,77,79,-4,86,36,45,47,50,61,71,67,80,76,60,-4,-1,87,90,87,92,92,95,96,97,94,93,-4,99
"049903",75,83,84,91,80,90,91,94,85,93,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63,80,81,92,71,85,88,92,79,95,96,-4,75,86,82,92,81,91,93,96,89,95,97,-4,56,71,73,84,67,80,78,84,81,85,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,77,-1,-1,67,92,44,85,-1,-1,-1,-1,74,81,86,90,79,88,90,92,81,91,92,-4,60,-4,-1,-1,60,-4,80,-4,-1,-1,-1,-1,43,58,70,76,52,73,78,82,72,84,83,-4,32,40,44,44,48,65,59,62,38,57,-1,-1,77,85,86,91,82,91,93,95,86,94,94,-4
"049905",75,77,74,84,84,86,91,92,95,99,96,97,60,62,-1,-1,90,58,80,92,-1,-1,-1,-1,67,70,67,77,79,81,86,89,91,98,97,96,72,77,67,79,83,85,92,93,93,98,98,99,68,70,69,80,79,85,88,88,85,93,92,94,53,83,50,-4,79,90,81,90,-4,-4,-1,-1,38,67,-1,-1,71,89,43,67,-1,-1,-1,-1,78,77,81,90,86,86,90,91,97,99,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,54,55,68,65,68,80,86,91,97,92,88,37,47,33,64,53,71,52,54,91,-4,-1,-4,76,78,76,83,85,86,92,92,95,99,97,97
"049906",84,88,91,90,89,93,95,96,96,96,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,80,89,78,83,90,90,87,95,94,-4,-4,85,88,90,88,91,93,95,96,95,94,-4,-4,86,92,93,85,86,96,-4,96,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,88,92,91,87,92,95,95,97,98,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,45,65,68,58,61,82,80,87,89,-4,-1,12,55,40,71,31,77,57,75,60,67,-4,-1,83,87,91,90,89,92,94,95,96,96,-4,-4
"049907",90,93,94,96,94,95,98,98,-4,99,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,89,-4,-1,91,94,-4,95,-1,-1,-1,-4,90,94,92,96,92,95,98,99,-4,98,-4,-4,-4,-4,-1,-4,-4,-4,-4,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,92,95,96,96,96,97,97,-4,-4,97,98,80,80,-1,-1,-4,-4,80,80,-1,-1,-1,-1,63,72,79,91,73,77,92,92,-4,94,89,-4,64,60,-4,80,80,67,82,89,-4,80,-1,-1,90,93,94,96,94,95,98,98,-4,99,99,99
"049908",83,86,89,80,89,86,93,97,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,87,80,-1,89,87,95,96,-1,-1,-1,-4,86,86,-1,-1,85,86,92,-4,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,87,-4,-1,93,87,94,93,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,71,-1,-1,82,71,91,93,-1,-1,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,88,89,-1,89,88,93,96,-1,-1,-1,-4
