DISTRICT,DA311TA10R,DA311TA11R,DA311TC10R,DA311TC11R,DA311TM10R,DA311TM11R,DA311TR10R,DA311TR11R,DA311TS10R,DA311TS11R,DA311TW10R,DA311TW11R,DB311TA10R,DB311TA11R,DB311TC10R,DB311TC11R,DB311TM10R,DB311TM11R,DB311TR10R,DB311TR11R,DB311TS10R,DB311TS11R,DB311TW10R,DB311TW11R,DE311TA10R,DE311TA11R,DE311TC10R,DE311TC11R,DE311TM10R,DE311TM11R,DE311TR10R,DE311TR11R,DE311TS10R,DE311TS11R,DE311TW10R,DE311TW11R,DF311TA10R,DF311TA11R,DF311TC10R,DF311TC11R,DF311TM10R,DF311TM11R,DF311TR10R,DF311TR11R,DF311TS10R,DF311TS11R,DF311TW10R,DF311TW11R,DH311TA10R,DH311TA11R,DH311TC10R,DH311TC11R,DH311TM10R,DH311TM11R,DH311TR10R,DH311TR11R,DH311TS10R,DH311TS11R,DH311TW10R,DH311TW11R,DI311TA10R,DI311TA11R,DI311TC10R,DI311TC11R,DI311TM10R,DI311TM11R,DI311TR10R,DI311TR11R,DI311TS10R,DI311TS11R,DI311TW10R,DI311TW11R,DL311TA10R,DL311TA11R,DL311TC10R,DL311TC11R,DL311TM10R,DL311TM11R,DL311TR10R,DL311TR11R,DL311TS10R,DL311TS11R,DL311TW10R,DL311TW11R,DM311TA10R,DM311TA11R,DM311TC10R,DM311TC11R,DM311TM10R,DM311TM11R,DM311TR10R,DM311TR11R,DM311TS10R,DM311TS11R,DM311TW10R,DM311TW11R,DR311TA10R,DR311TA11R,DR311TC10R,DR311TC11R,DR311TM10R,DR311TM11R,DR311TR10R,DR311TR11R,DR311TS10R,DR311TS11R,DR311TW10R,DR311TW11R,DS311TA10R,DS311TA11R,DS311TC10R,DS311TC11R,DS311TM10R,DS311TM11R,DS311TR10R,DS311TR11R,DS311TS10R,DS311TS11R,DS311TW10R,DS311TW11R,DW311TA10R,DW311TA11R,DW311TC10R,DW311TC11R,DW311TM10R,DW311TM11R,DW311TR10R,DW311TR11R,DW311TS10R,DW311TS11R,DW311TW10R,DW311TW11R,D2311TA10R,D2311TA11R,D2311TC10R,D2311TC11R,D2311TM10R,D2311TM11R,D2311TR10R,D2311TR11R,D2311TS10R,D2311TS11R,D2311TW10R,D2311TW11R,D3311TA10R,D3311TA11R,D3311TC10R,D3311TC11R,D3311TM10R,D3311TM11R,D3311TR10R,D3311TR11R,D3311TS10R,D3311TS11R,D3311TW10R,D3311TW11R,D4311TA10R,D4311TA11R,D4311TC10R,D4311TC11R,D4311TM10R,D4311TM11R,D4311TR10R,D4311TR11R,D4311TS10R,D4311TS11R,D4311TW10R,D4311TW11R
"225902",75,75,79,80,84,84,91,90,93,93,95,92,66,61,71,67,75,73,88,83,87,84,93,80,72,73,75,78,82,82,90,89,92,92,95,92,76,76,77,79,85,84,92,91,95,94,97,94,73,74,75,78,84,84,90,90,92,93,95,94,78,90,-1,86,78,90,-4,90,-1,-4,-1,-1,63,64,59,67,79,78,83,83,81,78,93,90,74,75,81,81,83,83,90,89,91,92,93,90,64,63,67,66,76,75,86,84,88,87,94,89,46,50,56,52,63,63,76,76,72,72,83,83,86,85,92,91,90,88,96,96,98,96,96,96,-1,79,-1,87,-1,84,-1,91,-1,82,-1,71,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"225905",61,55,70,45,76,73,79,77,-4,-4,82,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,54,69,45,76,72,79,77,-4,-4,81,86,62,53,63,43,83,71,76,78,-4,-1,82,90,58,52,70,44,76,70,74,74,-4,-4,83,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,40,20,36,64,61,60,61,-1,-1,67,81,60,56,82,47,70,74,82,76,-4,-4,82,85,49,45,50,36,70,65,73,70,-4,-4,71,86,50,59,-1,67,60,73,70,87,-1,-1,-1,80,72,80,-1,-1,78,90,-4,-4,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"225906",84,85,88,86,89,91,96,96,98,98,98,98,86,91,-4,80,86,91,-4,-4,-4,-1,-1,-1,78,78,80,79,87,87,93,91,96,97,97,98,85,84,87,83,90,90,98,96,-4,98,98,99,78,76,81,78,86,87,92,90,98,96,95,97,71,60,-1,-1,71,60,-4,-1,-1,-1,-1,-1,67,62,53,64,80,85,79,76,92,92,94,95,83,87,88,89,88,92,95,95,96,98,98,98,61,64,70,64,73,78,90,88,96,95,94,97,66,69,69,65,73,81,84,86,80,92,93,92,87,89,89,90,90,93,98,98,98,99,-4,99,-1,91,-1,80,-1,-4,-1,91,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"225907",80,80,85,92,89,87,92,92,95,-4,95,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,76,82,90,87,83,88,91,91,-4,92,91,79,86,81,94,88,89,94,94,96,-4,96,95,71,74,78,91,88,81,86,88,88,-4,96,89,80,-4,-1,-1,80,-4,-4,-4,-1,-1,-1,-1,56,54,73,-4,82,63,74,73,-1,-1,94,91,80,74,89,89,91,86,91,91,95,-4,94,84,60,57,79,73,77,68,81,83,88,-4,93,79,77,67,-4,-1,85,93,85,87,-1,-1,-1,33,85,84,89,91,91,91,96,96,-4,-4,96,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"226801",57,62,62,71,63,72,84,86,84,93,78,86,55,46,69,50,55,42,68,75,83,-1,-1,-1,44,54,52,63,51,64,76,81,80,86,69,87,53,61,59,65,59,72,82,87,85,92,82,89,37,53,39,64,45,61,79,82,83,85,83,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,63,64,77,67,72,86,86,83,94,74,83,21,33,33,51,25,45,65,70,75,90,56,86,21,18,13,27,26,30,44,64,50,88,45,86,69,69,72,78,75,80,90,89,85,98,74,83,-1,74,-1,-1,-1,89,-1,94,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"226901",82,81,82,87,90,87,94,94,89,94,99,88,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,69,69,71,76,81,76,88,87,74,88,93,80,82,82,83,80,89,87,95,96,92,92,97,94,75,79,72,81,90,80,90,93,85,90,-4,92,80,-1,-1,-1,-4,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,81,81,93,90,88,93,92,86,97,-4,82,54,40,63,58,69,54,83,77,85,85,83,45,32,25,57,43,55,30,73,68,45,67,-1,-1,83,81,84,87,89,88,95,95,90,95,98,85,-1,92,-1,-4,-1,92,-1,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"226903",76,76,81,81,84,84,91,90,93,94,93,92,71,68,73,77,82,77,88,86,92,95,92,89,70,69,74,75,79,79,87,86,89,91,91,90,77,77,78,79,84,85,92,92,93,95,96,95,69,70,74,75,79,81,88,88,90,92,92,92,83,90,91,-4,89,94,94,93,83,-4,-1,-4,60,56,46,50,74,77,72,71,86,83,90,85,76,76,83,83,83,84,89,89,93,94,91,89,52,51,61,59,66,66,81,78,86,88,87,83,51,53,56,57,69,71,79,79,72,79,78,78,86,86,90,90,90,91,95,94,96,97,95,93,-1,86,-1,92,-1,91,-1,94,-1,96,-1,94,-1,89,-1,89,-1,93,-1,96,-1,-4,-1,-4,-1,88,-1,-1,-1,88,-1,-4,-1,-1,-1,-1
"226905",85,88,87,86,94,92,93,98,97,96,95,98,60,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,71,81,76,76,86,83,88,97,93,85,85,93,88,85,85,83,94,90,96,98,94,92,95,-4,88,81,91,70,96,90,92,90,-4,88,-4,-1,-1,80,-1,-1,-1,80,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,90,88,88,93,94,91,98,-4,98,95,97,58,75,62,81,80,79,81,98,94,94,75,-4,28,67,25,73,62,70,68,95,75,75,80,-1,86,90,88,89,93,93,93,99,96,96,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"226906",93,92,94,91,96,96,97,97,98,97,99,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,83,86,83,88,93,92,91,93,97,-4,97,93,93,93,94,97,97,98,97,98,97,-4,-4,83,84,88,81,89,93,94,92,95,92,-4,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,78,-1,-1,91,89,91,78,-1,-1,-1,-4,92,91,95,88,94,96,97,96,98,97,99,97,75,70,80,65,85,83,90,85,92,88,96,92,53,65,71,68,73,78,75,80,79,76,91,85,94,93,95,93,97,97,98,97,98,98,99,98,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"226907",66,66,81,77,73,75,85,85,93,97,94,89,38,50,-1,-1,50,63,63,88,-1,-1,-1,-1,59,58,77,69,68,69,79,80,90,97,93,89,64,69,76,77,71,78,87,87,96,96,97,95,63,61,76,72,71,70,82,79,89,-4,95,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,15,20,-3,52,32,65,45,-1,-1,-4,71,67,64,86,77,75,73,82,83,91,98,92,83,45,43,70,61,58,59,75,72,88,95,91,76,19,29,44,36,34,46,51,63,70,85,65,70,67,69,84,79,75,78,86,88,96,96,94,87,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"226908",86,88,91,93,91,91,95,95,98,-4,93,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,88,85,89,89,91,92,98,96,-4,90,95,88,88,88,91,93,94,98,94,-4,-4,95,95,78,88,91,88,86,95,90,96,94,-4,90,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,87,94,94,89,89,92,97,95,-4,90,93,70,73,82,82,83,83,87,87,-4,-4,80,75,50,74,78,89,77,78,82,77,80,-4,50,63,89,88,90,95,93,89,97,95,-4,-4,94,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227801",28,38,39,52,27,39,62,69,71,86,-1,-1,13,45,27,60,8,38,67,78,64,71,-1,-1,28,39,35,62,25,43,65,70,74,84,-1,-1,30,39,39,52,23,37,64,73,70,89,-1,-1,27,35,33,45,25,37,56,67,68,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,13,17,20,7,-3,21,36,57,-1,-1,-1,27,38,40,53,31,42,59,63,72,81,-1,-1,28,37,38,50,26,37,62,69,71,84,-1,-1,24,53,18,29,24,50,58,64,30,-1,-1,-1,50,44,73,80,50,50,83,75,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227803",92,92,96,85,93,97,97,97,88,-4,94,98,80,57,-1,-1,80,67,80,83,-1,-1,-1,-1,83,91,91,75,85,-4,96,98,80,-4,88,-4,91,96,93,83,91,-4,98,-4,80,-1,-4,-4,85,88,90,79,89,97,96,95,-1,-4,90,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,88,-4,86,96,94,96,94,-1,-4,90,95,86,86,86,70,89,94,97,94,80,-4,92,93,82,-4,80,-4,82,-4,-4,-4,-1,-1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-1,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227804",78,82,85,91,85,88,90,92,-4,-4,90,93,54,71,50,92,73,79,79,86,-4,-4,88,95,68,71,73,82,80,82,81,83,-4,-4,88,91,77,79,82,88,83,86,90,92,-4,-4,92,94,71,74,75,74,80,84,83,88,-4,-4,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,49,-1,36,58,67,42,72,-1,-1,80,91,79,85,88,93,87,91,90,93,-4,-4,87,93,61,54,69,69,70,69,79,80,-4,-4,71,87,60,60,69,83,73,82,84,79,-4,-4,73,67,89,90,98,98,90,94,97,97,-4,-4,88,90,-1,82,-1,-1,-1,91,-1,91,-1,-1,-1,-1,-1,-4,-1,-4,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227805",48,52,47,57,63,64,73,78,89,91,72,92,46,50,47,55,63,62,72,75,91,92,70,93,44,49,33,54,63,62,70,73,87,94,70,92,56,53,41,43,70,63,83,86,89,93,84,96,65,67,50,-1,65,67,82,94,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,51,53,67,57,64,66,72,89,89,64,89,57,-1,-1,-1,71,-1,86,-1,-1,-1,-1,-1,29,14,-3,22,46,32,58,64,60,86,44,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,83,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227806",44,37,68,50,54,47,80,68,81,78,70,63,33,20,56,25,45,34,77,65,72,68,70,67,38,28,65,46,50,40,79,66,82,75,66,56,46,37,68,38,53,47,84,70,81,72,76,64,46,27,59,30,54,42,79,70,86,71,75,67,45,-1,60,-1,55,-1,55,-1,-1,-1,-1,-1,17,-1,-1,-1,17,-1,60,-1,-1,-1,-1,-1,43,36,68,61,55,47,76,67,80,83,66,62,37,30,64,47,48,40,77,65,79,78,60,56,33,27,61,35,49,41,71,58,67,69,69,48,49,49,78,70,58,53,84,71,86,84,68,50,-1,40,-1,-1,-1,80,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227814",94,92,-4,93,97,95,99,99,-4,-4,94,96,88,94,-4,-1,88,94,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,90,-4,90,95,94,98,99,-4,-4,97,97,93,84,-4,84,92,90,98,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,95,-4,-4,99,98,99,99,-4,-4,89,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,97,95,-4,95,99,97,99,99,-4,-4,91,98,-1,86,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227816",83,86,89,89,90,91,93,94,98,98,91,95,80,90,83,93,86,96,97,94,-4,-4,90,98,81,82,87,84,90,89,90,92,98,99,91,92,81,85,86,85,88,90,93,95,99,98,93,97,79,81,87,83,89,88,90,91,97,98,90,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,62,33,48,66,80,54,72,-1,83,67,89,84,87,92,93,92,93,92,93,98,99,89,93,59,73,72,79,76,84,80,84,98,94,84,93,49,54,64,72,68,70,77,78,70,93,86,91,89,92,94,97,92,95,96,97,-4,-4,90,96,-1,85,-1,-4,-1,85,-1,92,-1,-1,-1,-1,-1,96,-1,94,-1,97,-1,98,-1,96,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227817",61,77,78,80,74,89,76,92,-1,-4,-4,91,60,71,73,69,70,85,75,92,-1,-4,-4,94,58,75,78,77,72,88,75,92,-1,-4,-4,89,59,71,71,82,68,88,77,93,-1,-1,-4,87,59,82,83,92,75,93,77,91,-1,-4,-4,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,57,-1,-1,69,79,54,79,-1,-1,-4,83,62,81,82,79,78,90,75,91,-1,-4,-4,94,47,67,67,67,68,85,67,87,-1,-4,-4,85,67,78,-1,-1,79,94,87,94,-1,-1,-4,67,80,-1,-1,-1,-4,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227818",35,20,55,46,39,32,72,57,82,82,-1,-1,35,17,35,50,29,26,67,62,70,89,-1,-1,35,21,52,48,39,32,72,58,82,80,-1,-1,35,22,51,45,40,33,76,62,84,84,-1,-1,36,21,61,46,41,34,73,54,86,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,6,35,20,30,15,48,31,70,58,-1,-1,35,18,60,48,38,31,67,52,80,79,-1,-1,35,18,55,45,39,30,72,56,83,81,-1,-1,15,13,55,40,28,36,44,50,73,70,-1,-1,33,22,-1,-1,60,33,60,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227819",91,87,94,78,97,98,93,96,-1,-1,95,-4,94,93,-1,-1,-4,-4,94,93,-1,-1,-4,-4,89,87,92,73,99,99,91,95,-1,-1,96,-4,93,91,94,82,98,-4,94,94,-1,-1,-4,-4,90,85,93,70,97,98,92,96,-1,-1,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,94,-1,-1,-4,-4,91,-4,-1,-1,-1,-1,90,83,95,74,97,96,91,98,-1,-1,92,-4,81,84,83,77,94,97,85,95,-1,-1,88,-4,94,78,-4,67,94,94,94,94,-1,-1,86,-4,-4,-4,-1,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227820",80,87,85,88,89,94,91,93,-4,99,-4,99,84,91,89,-4,90,91,87,97,-4,-4,-1,-1,79,86,85,88,89,94,90,92,-4,99,-4,99,81,85,84,86,89,93,94,93,-4,98,-4,98,80,87,85,88,89,94,91,93,-4,99,-4,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,70,70,71,69,85,64,78,-1,-4,-4,-4,79,88,86,90,89,95,87,92,-4,-4,-4,-4,60,76,70,77,79,88,79,85,-4,98,-4,98,78,70,90,67,84,91,97,89,-1,94,-4,-4,-4,-4,-1,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227821",80,75,93,85,84,80,96,97,-1,-1,85,84,55,50,-1,-1,70,62,90,85,-1,-1,-1,33,66,53,80,80,72,56,93,97,-1,-1,90,80,79,76,90,83,83,80,96,98,-1,-1,95,90,59,66,75,88,64,68,89,96,-1,-1,85,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,56,-1,-1,50,56,70,89,-1,-1,83,-1,81,74,95,87,86,80,96,95,-1,-1,74,76,68,60,83,78,76,68,91,93,-1,-1,70,67,69,56,71,-1,87,72,93,-4,-1,-1,-1,60,91,81,-4,89,93,86,99,98,-1,-1,88,90,-1,75,-1,-1,-1,88,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227824",58,66,-1,-1,67,77,73,80,-1,-1,-1,92,45,77,-1,-1,55,77,73,-4,-1,-1,-1,-4,56,64,-1,-1,66,76,72,79,-1,-1,-1,92,59,64,-1,-1,70,74,73,80,-1,-1,-1,97,59,63,-1,-1,69,77,73,77,-1,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,52,-1,-1,60,72,63,63,-1,-1,-1,83,57,67,-1,-1,64,81,73,81,-1,-1,-1,87,45,55,-1,-1,58,72,62,71,-1,-1,-1,89,33,37,-1,-1,50,74,50,58,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227901",73,75,79,80,82,84,87,88,93,93,90,92,60,61,67,68,71,73,83,83,88,89,87,87,62,65,69,71,75,78,82,82,89,90,87,88,74,76,78,79,82,84,90,90,94,94,94,95,65,67,71,74,77,80,83,84,90,91,88,89,86,73,92,72,90,82,92,87,96,96,88,92,55,56,54,54,71,74,72,72,78,78,84,86,72,74,80,81,82,84,85,86,93,93,87,89,53,54,62,60,68,69,77,77,88,86,83,84,54,59,60,63,70,77,81,82,76,79,80,80,92,93,96,96,95,95,97,98,99,99,97,98,-1,86,-1,94,-1,90,-1,94,-1,98,-1,95,-1,92,-1,93,-1,97,-1,95,-1,97,-1,96,-1,82,-1,82,-1,89,-1,89,-1,88,-1,-4
"227904",77,76,83,82,84,84,91,90,96,96,94,92,68,64,76,73,77,75,88,86,94,95,91,87,68,66,75,73,78,77,86,85,94,94,91,88,78,76,83,80,85,84,92,92,96,96,96,95,71,71,78,77,80,81,88,87,95,94,93,92,89,80,93,80,93,89,98,90,-4,95,-4,-4,61,59,61,59,76,75,78,75,82,83,90,88,76,75,84,84,84,84,89,88,95,96,92,89,57,55,66,64,70,70,82,80,92,91,88,84,49,49,60,56,65,67,76,74,78,81,76,75,88,88,93,94,92,92,95,96,98,99,96,94,-1,84,-1,90,-1,90,-1,94,-1,97,-1,91,-1,88,-1,93,-1,95,-1,93,-1,98,-1,94,-1,77,-1,-4,-1,95,-1,86,-1,-4,-1,80
"227907",60,65,74,76,71,77,81,82,91,92,86,86,55,60,70,73,65,70,82,83,91,89,85,86,57,61,71,74,69,74,78,80,90,91,84,84,61,66,71,74,71,76,85,85,92,92,93,90,59,63,71,75,71,77,78,79,90,92,86,83,57,79,-1,-1,86,79,-4,93,-1,-1,-1,-1,43,48,48,53,61,69,62,64,73,76,80,73,59,64,76,79,72,77,78,80,90,92,79,82,50,56,66,70,64,71,75,76,88,89,81,81,49,50,61,65,65,69,76,74,77,79,75,75,79,79,93,90,84,84,93,93,96,96,86,93,-1,88,-1,94,-1,90,-1,98,-1,-4,-1,94,-1,88,-1,88,-1,96,-1,96,-1,-4,-1,-4,-1,89,-1,-1,-1,89,-1,-4,-1,-1,-1,-1
"227909",96,96,97,97,97,98,99,99,-4,99,99,99,94,93,94,95,98,95,98,98,-4,-4,-4,-4,90,90,93,90,91,95,99,96,97,-4,-4,-4,96,96,97,96,97,98,-4,99,-4,99,-4,-4,94,92,97,92,95,97,99,97,99,-4,99,99,88,86,91,83,-4,95,94,95,-4,-4,-1,-4,87,75,92,67,88,89,96,86,89,91,-4,-4,96,96,98,97,97,97,99,99,99,99,99,99,82,79,86,82,87,88,97,94,97,96,99,94,79,76,88,82,85,86,93,93,95,94,96,93,96,96,97,97,97,98,99,99,-4,99,99,99,-1,96,-1,98,-1,97,-1,98,-1,-4,-1,-4,-1,97,-1,98,-1,98,-1,99,-1,98,-1,99,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1
"227910",67,69,77,79,78,80,83,84,91,93,88,84,64,64,77,73,74,76,83,85,91,94,88,81,65,67,75,77,77,79,81,82,90,92,87,83,68,70,75,78,79,82,85,86,92,94,93,89,66,68,76,79,78,80,82,83,90,93,87,85,59,45,60,-1,65,60,88,70,-1,-1,-1,-1,54,56,59,54,72,75,68,69,72,73,84,79,65,67,79,81,77,79,80,81,91,93,83,80,53,55,66,69,69,71,75,76,87,90,83,78,34,45,59,64,54,64,59,71,75,83,63,64,76,79,90,95,83,85,88,90,97,98,88,80,-1,85,-1,90,-1,93,-1,92,-1,-4,-1,84,-1,92,-1,90,-1,92,-1,95,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227912",88,88,94,93,92,94,96,95,99,99,94,94,70,64,83,57,80,82,-4,91,-4,-1,-1,-1,77,81,86,88,87,91,91,91,97,97,85,92,87,87,91,93,92,94,96,96,99,99,98,94,78,80,88,88,84,91,91,92,98,97,96,89,88,80,-1,-1,88,-1,-4,-4,-1,-1,-1,-1,46,60,60,50,61,87,57,82,-1,-1,-4,86,89,88,96,92,93,95,96,95,99,99,90,93,65,66,76,76,76,83,87,87,96,96,90,86,71,47,86,70,76,78,87,74,-4,95,84,78,91,90,95,95,95,95,97,96,-4,-4,93,95,-1,91,-1,-1,-1,-4,-1,91,-1,-1,-1,-1,-1,-4,-1,-1,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227913",94,94,96,97,96,97,98,98,99,99,99,98,86,86,93,-4,88,90,97,95,-4,-4,-4,-4,80,83,83,91,87,90,92,94,94,95,97,96,94,94,96,97,96,96,99,99,99,99,99,99,85,88,87,93,91,92,94,96,96,97,98,97,88,95,-4,93,88,95,94,-4,-4,-4,86,-1,66,75,64,83,82,85,84,89,80,90,93,88,93,94,96,98,96,97,98,97,98,99,98,97,76,78,84,90,83,86,92,93,95,97,94,93,76,75,80,87,84,86,94,92,93,94,93,95,96,95,97,98,97,98,99,98,99,99,99,98,-1,94,-1,97,-1,97,-1,97,-1,-4,-1,-4,-1,99,-1,99,-1,-4,-1,99,-1,-4,-1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
