DISTRICT,DD200A001217R,DD200A001317R,DD200A001S17R,DD200AC01217R,DD200AC01317R,DD200AC01S17R,DD200AM01217R,DD200AM01317R,DD200AM01S17R,DD200AR01217R,DD200AR01317R,DD200AR01S17R,DD200AS01217R,DD200AS01317R,DD200AS01S17R,DD200AW01217R,DD200AW01317R,DD200AW01S17R,DD300A001217R,DD300A001317R,DD300A001S17R,DD300AC01217R,DD300AC01317R,DD300AC01S17R,DD300AM01217R,DD300AM01317R,DD300AM01S17R,DD300AR01217R,DD300AR01317R,DD300AR01S17R,DD300AS01217R,DD300AS01317R,DD300AS01S17R,DD300AW01217R,DD300AW01317R,DD300AW01S17R,DD400A001217R,DD400A001317R,DD400A001S17R,DD400AC01217R,DD400AC01317R,DD400AC01S17R,DD400AM01217R,DD400AM01317R,DD400AM01S17R,DD400AR01217R,DD400AR01317R,DD400AR01S17R,DD400AS01217R,DD400AS01317R,DD400AS01S17R,DD400AW01217R,DD400AW01317R,DD400AW01S17R,DDA00A001217R,DDA00A001317R,DDA00A001S17R,DDA00AC01217R,DDA00AC01317R,DDA00AC01S17R,DDA00AM01217R,DDA00AM01317R,DDA00AM01S17R,DDA00AR01217R,DDA00AR01317R,DDA00AR01S17R,DDA00AS01217R,DDA00AS01317R,DDA00AS01S17R,DDA00AW01217R,DDA00AW01317R,DDA00AW01S17R,DDB00A001217R,DDB00A001317R,DDB00A001S17R,DDB00AC01217R,DDB00AC01317R,DDB00AC01S17R,DDB00AM01217R,DDB00AM01317R,DDB00AM01S17R,DDB00AR01217R,DDB00AR01317R,DDB00AR01S17R,DDB00AS01217R,DDB00AS01317R,DDB00AS01S17R,DDB00AW01217R,DDB00AW01317R,DDB00AW01S17R,DDE00A001217R,DDE00A001317R,DDE00A001S17R,DDE00AC01217R,DDE00AC01317R,DDE00AC01S17R,DDE00AM01217R,DDE00AM01317R,DDE00AM01S17R,DDE00AR01217R,DDE00AR01317R,DDE00AR01S17R,DDE00AS01217R,DDE00AS01317R,DDE00AS01S17R,DDE00AW01217R,DDE00AW01317R,DDE00AW01S17R,DDF00A001217R,DDF00A001317R,DDF00A001S17R,DDF00AC01217R,DDF00AC01317R,DDF00AC01S17R,DDF00AM01217R,DDF00AM01317R,DDF00AM01S17R,DDF00AR01217R,DDF00AR01317R,DDF00AR01S17R,DDF00AS01217R,DDF00AS01317R,DDF00AS01S17R,DDF00AW01217R,DDF00AW01317R,DDF00AW01S17R,DDH00A001217R,DDH00A001317R,DDH00A001S17R,DDH00AC01217R,DDH00AC01317R,DDH00AC01S17R,DDH00AM01217R,DDH00AM01317R,DDH00AM01S17R,DDH00AR01217R,DDH00AR01317R,DDH00AR01S17R,DDH00AS01217R,DDH00AS01317R,DDH00AS01S17R,DDH00AW01217R,DDH00AW01317R,DDH00AW01S17R,DDI00A001217R,DDI00A001317R,DDI00A001S17R,DDI00AC01217R,DDI00AC01317R,DDI00AC01S17R,DDI00AM01217R,DDI00AM01317R,DDI00AM01S17R,DDI00AR01217R,DDI00AR01317R,DDI00AR01S17R,DDI00AS01217R,DDI00AS01317R,DDI00AS01S17R,DDI00AW01217R,DDI00AW01317R,DDI00AW01S17R,DDL00A001217R,DDL00A001317R,DDL00A001S17R,DDL00AC01217R,DDL00AC01317R,DDL00AC01S17R,DDL00AM01217R,DDL00AM01317R,DDL00AM01S17R,DDL00AR01217R,DDL00AR01317R,DDL00AR01S17R,DDL00AS01217R,DDL00AS01317R,DDL00AS01S17R,DDL00AW01217R,DDL00AW01317R,DDL00AW01S17R,DDM00A001217R,DDM00A001317R,DDM00A001S17R,DDM00AC01217R,DDM00AC01317R,DDM00AC01S17R,DDM00AM01217R,DDM00AM01317R,DDM00AM01S17R,DDM00AR01217R,DDM00AR01317R,DDM00AR01S17R,DDM00AS01217R,DDM00AS01317R,DDM00AS01S17R,DDM00AW01217R,DDM00AW01317R,DDM00AW01S17R,DDR00A001217R,DDR00A001317R,DDR00A001S17R,DDR00AC01217R,DDR00AC01317R,DDR00AC01S17R,DDR00AM01217R,DDR00AM01317R,DDR00AM01S17R,DDR00AR01217R,DDR00AR01317R,DDR00AR01S17R,DDR00AS01217R,DDR00AS01317R,DDR00AS01S17R,DDR00AW01217R,DDR00AW01317R,DDR00AW01S17R,DDS00A001217R,DDS00A001317R,DDS00A001S17R,DDS00AC01217R,DDS00AC01317R,DDS00AC01S17R,DDS00AM01217R,DDS00AM01317R,DDS00AM01S17R,DDS00AR01217R,DDS00AR01317R,DDS00AR01S17R,DDS00AS01217R,DDS00AS01317R,DDS00AS01S17R,DDS00AW01217R,DDS00AW01317R,DDS00AW01S17R,DDW00A001217R,DDW00A001317R,DDW00A001S17R,DDW00AC01217R,DDW00AC01317R,DDW00AC01S17R,DDW00AM01217R,DDW00AM01317R,DDW00AM01S17R,DDW00AR01217R,DDW00AR01317R,DDW00AR01S17R,DDW00AS01217R,DDW00AS01317R,DDW00AS01S17R,DDW00AW01217R,DDW00AW01317R,DDW00AW01S17R
"228903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,7,54,26,7,55,20,6,54,23,6,53,32,12,62,-1,-1,-1,12,3,42,-1,-1,-1,-1,-1,-1,13,3,42,-1,-1,-1,-1,-1,-1,20,6,51,20,6,52,20,6,51,20,7,51,25,7,56,-1,-1,-1,25,6,56,22,4,51,20,6,56,28,8,58,29,8,58,-1,-1,-1,23,7,54,27,7,53,21,8,54,22,7,52,40,12,72,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,4,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,7,52,29,11,59,20,6,53,19,5,47,35,16,66,-1,-1,-1,10,2,38,-1,-1,-1,9,2,41,10,2,36,-1,-1,-1,-1,-1,-1,12,2,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,8,58,32,10,62,22,7,57,28,8,57,35,18,65,-1,-1,-1
"228904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,15,82,-1,-1,-1,43,16,86,46,7,82,45,32,77,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,12,81,-1,-1,-1,36,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,14,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,16,77,-1,-1,-1,47,20,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,16,84,-1,-1,-1,44,16,89,50,8,83,47,37,74,-1,-1,-1
"228905",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,10,61,40,13,58,36,8,65,34,13,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,31,8,55,-1,-1,-1,-1,-1,-1,32,11,58,-1,-1,-1,-1,-1,-1,38,11,67,-1,-1,-1,-1,-1,-1,44,17,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,10,56,42,16,61,-1,-1,-1,28,10,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,11,60,40,12,60,37,8,63,33,14,60,-1,-1,-1,-1,-1,-1
"229901",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,17,78,44,12,80,47,17,79,48,19,76,35,18,72,57,15,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,39,12,71,-1,-1,-1,41,13,74,38,12,66,29,14,66,56,15,85,51,18,81,-1,-1,-1,51,17,79,53,21,86,44,26,71,63,16,88,61,21,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,16,74,43,15,87,41,17,79,44,17,65,-1,-1,-1,-1,-1,-1,22,2,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,17,77,44,10,81,47,16,78,49,20,76,34,20,70,56,16,78
"229903",30,13,59,-1,-1,-1,29,14,60,29,16,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,36,10,67,43,11,70,35,10,70,37,10,66,34,15,71,28,5,57,20,3,54,-1,-1,-1,20,4,59,21,3,52,-1,-1,-1,-1,-1,-1,28,7,60,32,6,61,28,8,64,29,6,58,31,12,64,-1,-1,-1,36,9,69,41,10,73,35,9,71,37,9,68,32,18,65,-1,-1,-1,24,5,57,-1,-1,-1,-1,-1,-1,28,8,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,11,66,44,13,67,36,12,70,37,12,65,36,12,75,30,5,49,16,1,50,-1,-1,-1,17,2,54,16,1,48,-1,-1,-1,-1,-1,-1,28,8,44,-1,-1,-1,28,9,49,28,8,39,-1,-1,-1,-1,-1,-1,45,14,74,55,15,80,44,13,76,47,14,73,42,19,78,31,7,62
"229904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,14,75,52,19,82,31,12,76,39,14,72,45,18,76,27,6,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,10,69,50,16,77,26,8,76,30,9,64,41,16,71,-1,-1,-1,41,15,78,55,18,85,31,13,78,45,15,76,41,15,78,36,10,79,38,18,75,-1,-1,-1,24,21,73,39,17,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,35,13,71,50,19,80,31,10,75,33,13,68,48,20,73,-1,-1,-1,15,3,49,-1,-1,-1,10,5,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,5,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,13,75,52,19,83,32,11,77,39,14,72,45,19,75,25,6,65
"229905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,4,56,-1,-1,-1,-1,-1,-1,30,7,65,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,3,52,-1,-1,-1,-1,-1,-1,27,5,60,-1,-1,-1,-1,-1,-1,23,5,62,-1,-1,-1,-1,-1,-1,39,11,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,18,4,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,56,-1,-1,-1,-1,-1,-1,30,6,65,-1,-1,-1,-1,-1,-1
"229906",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,12,71,-1,-1,-1,27,10,69,41,14,77,42,21,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,4,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,12,70,-1,-1,-1,27,10,69,49,15,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,11,73,-1,-1,-1,28,11,68,34,14,74,-1,-1,-1,-1,-1,-1,31,8,69,-1,-1,-1,-1,-1,-1,33,9,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,13,74,-1,-1,-1,28,12,72,43,15,78,45,25,80,-1,-1,-1
"230901",46,10,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,14,75,50,14,87,41,18,80,45,13,73,36,16,61,-1,-1,-1,24,4,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,9,68,39,12,81,31,11,73,35,10,65,24,8,53,-1,-1,-1,43,14,77,46,15,86,42,15,80,48,15,77,33,21,56,-1,-1,-1,30,13,68,-1,-1,-1,28,17,72,39,16,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,14,74,52,13,88,40,19,79,43,11,69,38,14,64,-1,-1,-1,21,5,60,33,6,77,21,4,67,21,6,54,-1,-1,-1,-1,-1,-1,38,13,62,-1,-1,-1,42,18,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,16,79,57,17,91,45,19,84,48,15,77,38,19,58,-1,-1,-1
"230902",46,18,70,-1,-1,-1,42,22,73,39,14,67,81,31,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,16,71,49,18,81,45,19,77,37,13,66,52,24,77,23,5,52,30,7,59,36,7,68,33,10,70,25,4,51,39,16,67,-1,-1,-1,34,11,65,43,12,76,38,14,71,30,9,60,43,17,71,18,3,47,44,17,75,49,17,81,47,20,79,41,16,73,45,19,76,32,8,57,38,12,69,51,16,82,43,16,75,35,9,64,41,18,77,-1,-1,-1,70,48,82,-1,-1,-1,60,50,70,67,47,87,-1,-1,-1,-1,-1,-1,16,3,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,15,68,49,19,82,43,19,75,33,10,61,59,28,77,15,3,48,22,5,55,28,5,69,27,7,65,18,3,49,28,9,57,-1,-1,-1,16,5,31,24,13,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,18,74,51,21,84,48,22,79,40,15,70,54,25,78,25,6,58
"230903",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,14,72,43,17,80,28,9,70,44,14,73,50,25,76,22,9,53,27,5,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,11,68,39,15,78,27,8,66,38,9,71,46,23,73,19,10,43,35,12,72,34,12,82,27,8,69,44,15,75,40,18,72,18,9,55,34,11,62,-1,-1,-1,38,9,65,32,10,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,15,71,50,21,79,29,10,70,43,13,71,58,32,80,25,9,52,21,4,58,26,7,70,14,2,57,26,5,59,32,9,61,-1,-1,-1,30,8,47,39,18,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,15,74,46,19,81,27,10,72,47,16,75,52,25,78,24,11,60
"230904",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,9,79,40,9,85,32,8,80,39,12,78,38,8,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,7,76,38,12,88,27,6,75,35,9,72,-1,-1,-1,-1,-1,-1,42,14,83,-1,-1,-1,35,13,82,51,21,88,46,10,80,-1,-1,-1,33,9,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,55,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,6,75,35,9,84,-1,-1,-1,30,6,70,-1,-1,-1,-1,-1,-1,19,2,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,9,78,-1,-1,-1,31,6,80,41,12,78,40,11,77,-1,-1,-1
"230905",52,17,81,-1,-1,-1,-1,-1,-1,67,33,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,21,83,56,24,84,50,21,85,53,22,83,58,30,87,28,6,68,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,16,77,46,19,78,39,13,79,41,16,76,53,31,81,-1,-1,-1,52,21,85,49,18,81,51,20,85,58,24,87,47,23,83,39,10,84,40,18,80,41,16,70,40,21,84,41,18,82,57,29,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,18,8,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,22,80,61,29,86,49,22,85,48,20,78,68,37,90,-1,-1,-1,21,5,62,24,5,64,19,3,69,21,6,59,38,14,72,-1,-1,-1,29,13,53,-1,-1,-1,26,17,52,24,10,47,-1,-1,-1,-1,-1,-1,52,22,83,57,26,86,52,22,85,54,22,83,59,30,87,31,8,67
"230906",51,26,77,-1,-1,-1,44,28,67,52,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,15,75,44,11,76,40,15,79,47,18,77,36,10,65,29,9,65,19,4,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,11,67,34,11,64,32,13,72,35,12,67,-1,-1,-1,24,7,67,47,16,78,37,6,72,43,15,79,57,23,81,29,6,69,47,13,80,36,9,73,-1,-1,-1,36,8,76,36,12,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,14,73,50,15,79,37,15,80,38,14,72,42,14,61,14,5,53,17,3,53,-1,-1,-1,-1,-1,-1,22,4,55,24,6,49,-1,-1,-1,21,11,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,16,78,45,11,77,42,17,82,51,20,81,37,10,64,29,11,65
"230908",70,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,21,87,62,18,92,53,24,90,54,22,87,52,29,86,37,10,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,14,78,52,12,84,42,12,83,43,15,78,44,24,76,-1,-1,-1,58,25,89,66,21,93,56,26,88,61,26,91,50,28,86,51,17,78,47,24,90,-1,-1,-1,47,30,90,53,19,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,30,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,50,19,86,59,17,91,52,21,91,49,18,84,53,30,87,-1,-1,-1,28,7,73,-1,-1,-1,30,8,80,29,8,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,21,87,63,18,92,53,23,90,54,21,87,50,27,88,38,10,71
"231901",-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,8,58,37,11,76,19,6,56,25,8,53,38,13,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,5,50,-1,-1,-1,12,3,48,19,7,46,-1,-1,-1,-1,-1,-1,24,7,59,31,12,75,18,6,56,27,7,57,-1,-1,-1,-1,-1,-1,18,5,53,29,8,70,14,5,52,19,5,49,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,8,56,42,11,77,20,5,57,22,9,49,44,15,79,-1,-1,-1,9,2,46,-1,-1,-1,-1,-1,-1,11,3,40,-1,-1,-1,-1,-1,-1,12,7,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,16,71,64,24,96,32,9,68,39,18,63,65,29,100,-1,-1,-1
"231902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,9,77,31,11,76,32,11,86,40,9,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,25,6,73,-1,-1,-1,23,7,83,30,6,71,-1,-1,-1,-1,-1,-1,32,8,79,-1,-1,-1,-1,-1,-1,45,10,85,-1,-1,-1,-1,-1,-1,26,2,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,10,75,-1,-1,-1,37,15,88,35,6,68,-1,-1,-1,-1,-1,-1,19,3,64,-1,-1,-1,17,7,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,15,78,50,23,81,41,20,85,44,13,80,-1,-1,-1,-1,-1,-1
"232901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,36,91,65,32,91,72,42,94,67,37,93,67,47,83,60,13,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,19,81,40,20,84,55,27,85,48,20,83,-1,-1,-1,-1,-1,-1,67,38,92,62,29,92,72,41,95,66,40,93,65,44,85,69,21,90,60,29,87,56,21,88,65,36,91,62,30,88,59,44,78,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,35,90,68,36,89,72,43,92,69,33,93,71,50,79,-1,-1,-1,31,8,76,-1,-1,-1,40,16,84,31,8,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,46,97,75,45,93,83,51,98,75,46,99,73,47,87,79,25,100
