DISTRICT,DD200A001217R,DD200A001317R,DD200A001S17R,DD200AC01217R,DD200AC01317R,DD200AC01S17R,DD200AM01217R,DD200AM01317R,DD200AM01S17R,DD200AR01217R,DD200AR01317R,DD200AR01S17R,DD200AS01217R,DD200AS01317R,DD200AS01S17R,DD200AW01217R,DD200AW01317R,DD200AW01S17R,DD300A001217R,DD300A001317R,DD300A001S17R,DD300AC01217R,DD300AC01317R,DD300AC01S17R,DD300AM01217R,DD300AM01317R,DD300AM01S17R,DD300AR01217R,DD300AR01317R,DD300AR01S17R,DD300AS01217R,DD300AS01317R,DD300AS01S17R,DD300AW01217R,DD300AW01317R,DD300AW01S17R,DD400A001217R,DD400A001317R,DD400A001S17R,DD400AC01217R,DD400AC01317R,DD400AC01S17R,DD400AM01217R,DD400AM01317R,DD400AM01S17R,DD400AR01217R,DD400AR01317R,DD400AR01S17R,DD400AS01217R,DD400AS01317R,DD400AS01S17R,DD400AW01217R,DD400AW01317R,DD400AW01S17R,DDA00A001217R,DDA00A001317R,DDA00A001S17R,DDA00AC01217R,DDA00AC01317R,DDA00AC01S17R,DDA00AM01217R,DDA00AM01317R,DDA00AM01S17R,DDA00AR01217R,DDA00AR01317R,DDA00AR01S17R,DDA00AS01217R,DDA00AS01317R,DDA00AS01S17R,DDA00AW01217R,DDA00AW01317R,DDA00AW01S17R,DDB00A001217R,DDB00A001317R,DDB00A001S17R,DDB00AC01217R,DDB00AC01317R,DDB00AC01S17R,DDB00AM01217R,DDB00AM01317R,DDB00AM01S17R,DDB00AR01217R,DDB00AR01317R,DDB00AR01S17R,DDB00AS01217R,DDB00AS01317R,DDB00AS01S17R,DDB00AW01217R,DDB00AW01317R,DDB00AW01S17R,DDE00A001217R,DDE00A001317R,DDE00A001S17R,DDE00AC01217R,DDE00AC01317R,DDE00AC01S17R,DDE00AM01217R,DDE00AM01317R,DDE00AM01S17R,DDE00AR01217R,DDE00AR01317R,DDE00AR01S17R,DDE00AS01217R,DDE00AS01317R,DDE00AS01S17R,DDE00AW01217R,DDE00AW01317R,DDE00AW01S17R,DDF00A001217R,DDF00A001317R,DDF00A001S17R,DDF00AC01217R,DDF00AC01317R,DDF00AC01S17R,DDF00AM01217R,DDF00AM01317R,DDF00AM01S17R,DDF00AR01217R,DDF00AR01317R,DDF00AR01S17R,DDF00AS01217R,DDF00AS01317R,DDF00AS01S17R,DDF00AW01217R,DDF00AW01317R,DDF00AW01S17R,DDH00A001217R,DDH00A001317R,DDH00A001S17R,DDH00AC01217R,DDH00AC01317R,DDH00AC01S17R,DDH00AM01217R,DDH00AM01317R,DDH00AM01S17R,DDH00AR01217R,DDH00AR01317R,DDH00AR01S17R,DDH00AS01217R,DDH00AS01317R,DDH00AS01S17R,DDH00AW01217R,DDH00AW01317R,DDH00AW01S17R,DDI00A001217R,DDI00A001317R,DDI00A001S17R,DDI00AC01217R,DDI00AC01317R,DDI00AC01S17R,DDI00AM01217R,DDI00AM01317R,DDI00AM01S17R,DDI00AR01217R,DDI00AR01317R,DDI00AR01S17R,DDI00AS01217R,DDI00AS01317R,DDI00AS01S17R,DDI00AW01217R,DDI00AW01317R,DDI00AW01S17R,DDL00A001217R,DDL00A001317R,DDL00A001S17R,DDL00AC01217R,DDL00AC01317R,DDL00AC01S17R,DDL00AM01217R,DDL00AM01317R,DDL00AM01S17R,DDL00AR01217R,DDL00AR01317R,DDL00AR01S17R,DDL00AS01217R,DDL00AS01317R,DDL00AS01S17R,DDL00AW01217R,DDL00AW01317R,DDL00AW01S17R,DDM00A001217R,DDM00A001317R,DDM00A001S17R,DDM00AC01217R,DDM00AC01317R,DDM00AC01S17R,DDM00AM01217R,DDM00AM01317R,DDM00AM01S17R,DDM00AR01217R,DDM00AR01317R,DDM00AR01S17R,DDM00AS01217R,DDM00AS01317R,DDM00AS01S17R,DDM00AW01217R,DDM00AW01317R,DDM00AW01S17R,DDR00A001217R,DDR00A001317R,DDR00A001S17R,DDR00AC01217R,DDR00AC01317R,DDR00AC01S17R,DDR00AM01217R,DDR00AM01317R,DDR00AM01S17R,DDR00AR01217R,DDR00AR01317R,DDR00AR01S17R,DDR00AS01217R,DDR00AS01317R,DDR00AS01S17R,DDR00AW01217R,DDR00AW01317R,DDR00AW01S17R,DDS00A001217R,DDS00A001317R,DDS00A001S17R,DDS00AC01217R,DDS00AC01317R,DDS00AC01S17R,DDS00AM01217R,DDS00AM01317R,DDS00AM01S17R,DDS00AR01217R,DDS00AR01317R,DDS00AR01S17R,DDS00AS01217R,DDS00AS01317R,DDS00AS01S17R,DDS00AW01217R,DDS00AW01317R,DDS00AW01S17R,DDW00A001217R,DDW00A001317R,DDW00A001S17R,DDW00AC01217R,DDW00AC01317R,DDW00AC01S17R,DDW00AM01217R,DDW00AM01317R,DDW00AM01S17R,DDW00AR01217R,DDW00AR01317R,DDW00AR01S17R,DDW00AS01217R,DDW00AS01317R,DDW00AS01S17R,DDW00AW01217R,DDW00AW01317R,DDW00AW01S17R
"227814",56,44,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,38,92,-1,-1,-1,75,43,93,64,33,89,-1,-1,-1,58,42,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,74,41,96,77,36,95,72,39,96,77,44,96,75,49,95,70,36,98,77,41,92,-1,-1,-1,82,55,100,81,44,94,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,46,97,80,33,91,72,40,96,82,53,99,71,54,94,83,45,100,77,41,97,67,28,100,81,43,100,80,51,96,82,35,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,21,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,36,95,71,40,100,72,39,95,71,34,92,79,43,96,56,26,96,30,10,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,42,97,83,43,95,68,34,94,81,44,99,74,54,97,83,38,100
"227816",54,35,75,57,26,78,53,45,76,59,34,76,64,43,86,-1,-1,-1,68,41,89,65,37,89,76,55,92,69,40,88,52,27,87,59,18,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,21,76,42,18,77,52,27,82,46,20,74,45,23,72,34,9,66,41,16,74,37,16,70,44,18,78,43,18,76,35,15,73,-1,-1,-1,37,14,70,33,12,71,44,18,77,36,13,67,41,18,68,24,6,59,47,21,79,39,16,78,52,24,83,49,23,79,38,16,68,42,11,74,37,13,70,32,10,72,44,17,78,35,12,67,40,19,65,26,5,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,5,57,13,2,54,33,9,70,16,5,52,-1,-1,-1,-1,-1,-1,46,22,74,45,20,76,53,29,81,43,18,70,51,28,76,26,7,58,29,9,64,22,6,63,38,14,73,27,9,61,29,9,60,17,3,51,22,7,43,27,11,50,24,9,46,19,4,40,36,14,50,-1,-1,-1,62,33,87,65,36,90,64,37,89,64,32,88,68,39,88,37,11,75
"227817",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,75,69,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,13,75,44,17,84,41,14,77,37,14,77,43,17,66,-1,-1,-1,33,15,70,-1,-1,-1,33,15,72,38,17,71,-1,-1,-1,-1,-1,-1,33,12,74,38,15,82,37,14,75,34,13,77,-1,-1,-1,-1,-1,-1,38,14,76,44,18,85,42,16,76,40,15,80,-1,-1,-1,-1,-1,-1,35,11,75,40,14,83,40,13,77,35,12,77,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,4,64,-1,-1,-1,27,6,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,12,75,45,17,83,41,12,79,35,13,73,62,23,77,-1,-1,-1,22,5,63,22,12,71,28,7,70,19,4,64,-1,-1,-1,-1,-1,-1,13,7,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,21,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"227819",80,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,17,72,35,12,79,43,19,81,36,20,69,.,.,.,-1,-1,-1,24,14,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,30,11,68,-1,-1,-1,40,15,78,26,9,65,.,.,.,-1,-1,-1,32,11,77,-1,-1,-1,35,11,82,35,16,75,.,.,.,-1,-1,-1,32,13,68,-1,-1,-1,37,16,77,33,14,66,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,11,62,-1,-1,-1,34,17,69,-1,-1,-1,.,.,.,-1,-1,-1,39,20,69,-1,-1,-1,49,25,81,36,24,64,.,.,.,-1,-1,-1,28,9,68,-1,-1,-1,32,15,74,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,54,35,89,-1,-1,-1,65,35,94,53,41,94,.,.,.,-1,-1,-1
"227820",45,23,73,-1,-1,-1,43,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,40,100,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,15,70,43,18,71,37,16,73,38,14,68,43,21,73,31,9,63,40,16,68,57,27,73,34,15,69,40,17,68,-1,-1,-1,-1,-1,-1,36,14,69,42,17,71,35,15,72,36,13,67,42,20,71,31,9,62,40,15,74,42,15,70,38,16,75,41,16,74,37,14,72,43,13,75,37,14,70,42,17,71,37,15,73,37,13,68,42,21,72,31,8,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,5,55,21,5,52,21,7,62,17,5,52,-1,-1,-1,17,3,48,35,14,66,44,21,72,36,15,70,34,12,63,48,28,73,19,5,51,26,9,62,28,10,59,28,11,66,26,9,60,22,7,57,24,6,57,15,2,31,-1,-1,-1,13,3,32,13,2,27,-1,-1,-1,-1,-1,-1,55,34,78,53,33,73,55,33,80,53,36,76,-1,-1,-1,-1,-1,-1
"227821",27,13,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,17,72,34,6,66,29,9,67,53,30,80,-1,-1,-1,33,14,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,11,51,-1,-1,-1,-1,-1,-1,41,22,59,-1,-1,-1,-1,-1,-1,40,21,70,-1,-1,-1,27,10,65,54,36,79,-1,-1,-1,41,18,69,30,12,62,-1,-1,-1,-1,-1,-1,39,23,72,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,15,73,-1,-1,-1,31,8,69,52,25,81,-1,-1,-1,27,10,65,23,8,60,-1,-1,-1,17,4,53,33,16,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,21,79,-1,-1,-1,35,11,76,62,35,87,-1,-1,-1,38,19,68
"227824",-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,7,64,30,8,70,27,7,70,32,7,59,26,7,67,-1,-1,-1,25,7,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,7,65,30,9,70,27,8,71,32,7,60,26,7,67,-1,-1,-1,28,6,62,27,8,66,27,4,66,33,8,62,22,6,59,-1,-1,-1,29,7,65,31,8,71,26,6,71,33,7,59,28,7,68,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,49,-1,-1,-1,-1,-1,-1,16,4,40,-1,-1,-1,-1,-1,-1,30,7,66,33,9,73,26,9,75,31,6,58,31,8,75,-1,-1,-1,20,3,57,20,4,65,-1,-1,-1,23,3,51,21,4,66,-1,-1,-1,13,4,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,13,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"227825",56,18,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,11,71,43,7,78,38,15,73,30,7,65,40,19,73,40,10,73,26,8,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,11,70,43,6,78,38,16,73,29,7,64,39,16,71,41,11,73,35,9,74,43,4,81,38,14,74,29,6,69,31,9,72,48,14,84,36,10,70,42,7,76,38,15,73,29,6,65,40,17,73,39,9,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,5,60,-1,-1,-1,28,10,66,15,3,53,-1,-1,-1,27,5,65,36,13,68,42,9,75,37,16,72,30,8,61,49,27,75,32,7,62,23,5,62,-1,-1,-1,28,9,67,17,3,56,16,4,56,-1,-1,-1,8,4,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,40,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,60,70,-1,-1,-1
"227826",75,58,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,17,64,-1,-1,-1,34,11,67,51,30,72,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,13,3,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,36,19,62,-1,-1,-1,32,11,63,51,34,68,.,.,.,-1,-1,-1,19,8,48,-1,-1,-1,-1,-1,-1,27,16,51,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,38,16,67,-1,-1,-1,37,10,71,51,26,75,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,58,29,86,-1,-1,-1,50,19,79,83,48,94,.,.,.,-1,-1,-1
"227827",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"227828",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"227901",67,39,88,70,41,93,64,36,88,70,42,88,74,52,91,57,27,81,75,51,90,79,54,92,78,56,93,73,48,88,77,58,90,68,37,88,56,26,85,-1,-1,-1,52,29,86,56,24,92,-1,-1,-1,-1,-1,-1,49,24,76,55,25,80,49,24,79,49,25,74,54,32,79,41,15,67,29,9,61,34,8,69,28,9,64,28,9,56,36,13,68,22,6,49,31,11,64,37,10,70,33,12,69,30,10,60,35,13,65,24,5,52,51,25,78,54,24,81,49,24,80,53,28,77,52,29,78,47,18,73,37,14,68,43,14,73,38,16,73,36,14,65,42,19,71,28,7,57,49,24,76,64,24,84,36,22,78,50,28,73,65,30,80,-1,-1,-1,26,9,58,23,6,59,33,13,69,22,9,52,15,4,45,23,5,49,48,23,74,55,26,80,48,25,78,46,22,70,57,35,79,35,11,61,23,7,58,27,5,64,26,9,65,21,6,53,27,10,58,16,3,42,22,7,43,25,8,49,23,8,50,20,7,37,28,10,50,17,5,27,75,44,93,79,46,95,71,41,93,79,48,93,78,56,94,65,28,86
"227904",60,28,84,67,27,92,59,27,86,59,26,80,69,48,87,46,17,79,70,38,90,74,38,90,75,46,95,66,34,87,75,54,92,55,16,86,52,22,89,-1,-1,-1,-1,-1,-1,52,20,84,-1,-1,-1,-1,-1,-1,49,22,78,55,21,81,49,23,82,49,21,75,58,36,83,36,11,67,37,13,69,42,12,73,34,13,71,38,13,66,48,23,79,27,6,55,37,13,69,42,12,73,37,15,74,36,12,65,44,22,75,26,7,57,51,23,80,53,19,81,50,22,83,53,24,79,56,33,83,43,14,74,42,16,74,47,14,77,42,18,78,41,15,70,49,27,78,29,8,62,52,21,78,-1,-1,-1,60,24,84,47,25,75,-1,-1,-1,-1,-1,-1,28,10,63,26,5,64,34,14,73,25,10,56,16,6,55,26,6,56,47,21,75,56,23,81,48,24,80,45,18,71,60,38,84,30,8,61,36,16,65,33,9,63,38,22,73,34,14,60,39,18,70,43,20,59,20,5,40,25,5,46,21,6,47,18,4,34,23,8,49,14,2,28,66,34,88,71,35,90,64,35,91,66,33,87,74,54,93,50,18,79
"227907",37,14,66,25,14,61,38,14,69,43,16,70,-1,-1,-1,-1,-1,-1,57,32,77,62,28,84,60,42,81,56,29,75,61,36,82,45,14,65,100,36,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,11,61,33,10,68,31,13,66,30,11,59,30,11,60,21,4,51,25,7,56,29,5,62,24,8,59,26,8,54,22,6,52,19,5,45,27,9,59,30,8,65,28,11,64,27,9,55,26,9,56,17,3,47,32,11,65,32,9,68,32,13,68,34,13,65,27,9,61,25,5,58,28,10,61,32,9,68,30,12,66,28,10,57,29,10,59,19,3,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,8,51,20,6,55,27,11,61,19,8,46,13,2,35,15,2,42,28,10,58,35,10,67,30,12,64,27,9,53,33,14,58,17,3,44,19,6,52,20,4,57,22,8,59,19,6,49,19,6,49,11,1,39,20,5,32,22,7,38,22,7,40,18,4,25,14,4,30,24,9,30,45,18,76,53,23,84,40,17,77,48,17,77,46,29,78,32,8,64
"227909",85,55,98,90,54,99,82,57,99,89,57,99,91,68,100,74,32,89,91,67,98,91,68,98,92,73,98,91,65,97,92,72,99,84,50,98,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,82,51,96,82,49,97,81,51,96,84,51,96,85,66,97,72,36,91,66,33,90,70,30,95,60,30,87,67,31,86,86,64,100,-1,-1,-1,65,31,90,65,33,90,63,29,93,67,29,89,73,55,90,-1,-1,-1,82,51,96,79,44,96,80,49,96,86,55,97,81,60,96,79,45,95,73,41,94,75,40,94,72,40,96,75,41,94,78,56,94,61,26,86,79,38,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,83,100,-1,-1,-1,40,16,82,-1,-1,-1,48,16,88,42,17,85,-1,-1,-1,-1,-1,-1,81,50,96,85,54,97,81,52,97,82,48,96,87,72,97,66,28,88,44,16,79,48,15,81,44,16,81,43,16,79,53,30,81,33,6,64,48,18,75,60,19,82,45,18,75,47,17,73,58,34,81,35,5,61,81,50,96,81,47,97,81,49,96,84,50,96,84,67,97,73,36,91
"227910",47,21,82,62,24,95,46,22,89,46,22,77,-1,-1,-1,-1,-1,-1,41,22,71,-1,-1,-1,50,31,81,38,24,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,30,10,63,39,11,72,31,12,69,28,8,57,34,13,67,19,4,50,27,8,59,32,9,69,24,8,60,26,8,55,35,13,71,20,5,44,29,9,61,37,10,70,30,11,67,27,8,55,32,12,65,17,4,49,33,11,67,41,11,75,33,12,71,32,10,63,32,10,69,24,6,57,30,9,62,39,11,72,31,11,69,27,8,57,33,13,66,17,4,49,48,18,72,-1,-1,-1,-1,-1,-1,55,25,60,-1,-1,-1,-1,-1,-1,20,6,54,25,6,62,27,9,66,16,6,46,10,2,45,13,2,42,28,9,59,37,11,70,30,11,66,24,7,52,35,16,64,14,2,43,20,5,54,25,5,63,22,7,62,17,4,47,23,7,58,10,2,39,16,4,32,18,3,42,18,4,39,14,3,24,22,7,45,13,4,19,41,18,71,47,25,73,41,17,71,42,16,68,44,27,76,29,8,71
"227912",48,25,81,-1,-1,-1,48,30,78,53,23,83,-1,-1,-1,-1,-1,-1,91,64,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,52,23,82,55,23,85,52,24,84,53,25,82,50,25,80,47,14,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,13,70,37,16,81,33,14,72,34,12,69,28,13,73,30,8,58,53,25,84,55,22,89,49,24,83,58,28,84,50,25,83,51,18,78,44,14,78,50,11,87,44,17,78,44,15,77,-1,-1,-1,46,11,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,25,6,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,22,81,55,23,82,55,25,85,49,21,81,50,25,77,43,10,73,25,7,63,-1,-1,-1,17,4,66,24,5,61,49,25,74,-1,-1,-1,16,3,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,25,83,55,25,85,54,26,85,56,27,83,54,28,81,47,14,75
"227913",78,50,94,78,45,94,77,57,97,79,48,92,84,66,98,76,35,93,89,61,99,86,54,100,94,72,100,86,55,98,92,71,100,83,47,96,100,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,42,93,77,42,94,73,44,93,74,40,92,78,57,95,66,29,88,55,21,83,64,18,89,48,25,84,59,16,81,53,37,95,-1,-1,-1,48,19,78,54,18,82,48,20,81,47,19,76,56,28,83,39,11,67,75,43,93,76,41,95,71,43,93,78,44,94,76,53,94,72,36,91,61,31,84,65,31,87,59,34,86,61,30,83,67,42,88,52,19,75,84,51,93,-1,-1,-1,86,57,93,82,41,94,83,83,100,-1,-1,-1,30,10,65,30,9,64,35,13,72,30,10,64,-1,-1,-1,-1,-1,-1,73,41,92,79,44,94,74,45,94,70,36,90,81,60,96,60,23,85,46,17,78,55,22,84,41,15,80,44,12,75,57,34,86,30,7,62,34,13,63,39,12,70,34,15,66,31,12,57,36,17,73,35,10,57,76,43,95,80,45,96,75,44,95,77,42,94,80,59,96,68,31,91
"228901",41,13,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,63,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,16,76,58,22,84,38,14,79,44,14,75,56,30,70,29,8,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,11,69,51,14,75,33,9,73,36,10,68,48,29,63,-1,-1,-1,47,14,80,58,18,88,39,13,83,51,14,78,56,22,76,-1,-1,-1,46,16,76,47,26,74,47,14,80,44,14,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,40,18,72,59,25,81,37,16,74,38,14,72,56,40,62,22,13,57,21,6,55,30,10,68,-1,-1,-1,20,4,53,38,28,48,-1,-1,-1,14,9,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,17,78,63,22,89,37,16,80,47,14,76,58,32,73,29,10,65
