DISTRICT,DA311CA12R,DA311CC12R,DA311CM12R,DA311CR12R,DA311CS12R,DA311TA12R,DA311TC12R,DA311TM12R,DA311TR12R,DA311TS12R,DB311CA12R,DB311CC12R,DB311CM12R,DB311CR12R,DB311CS12R,DB311TA12R,DB311TC12R,DB311TM12R,DB311TR12R,DB311TS12R,DE311CA12R,DE311CC12R,DE311CM12R,DE311CR12R,DE311CS12R,DE311TA12R,DE311TC12R,DE311TM12R,DE311TR12R,DE311TS12R,DF311CA12R,DF311CC12R,DF311CM12R,DF311CR12R,DF311CS12R,DF311TA12R,DF311TC12R,DF311TM12R,DF311TR12R,DF311TS12R,DH311CA12R,DH311CC12R,DH311CM12R,DH311CR12R,DH311CS12R,DH311TA12R,DH311TC12R,DH311TM12R,DH311TR12R,DH311TS12R,DI311CA12R,DI311CC12R,DI311CM12R,DI311CR12R,DI311CS12R,DI311TA12R,DI311TC12R,DI311TM12R,DI311TR12R,DI311TS12R,DL311CA12R,DL311CC12R,DL311CM12R,DL311CR12R,DL311CS12R,DL311TA12R,DL311TC12R,DL311TM12R,DL311TR12R,DL311TS12R,DM311CA12R,DM311CC12R,DM311CM12R,DM311CR12R,DM311CS12R,DM311TA12R,DM311TC12R,DM311TM12R,DM311TR12R,DM311TS12R,DR311CA12R,DR311CC12R,DR311CM12R,DR311CR12R,DR311CS12R,DR311TA12R,DR311TC12R,DR311TM12R,DR311TR12R,DR311TS12R,DS311CA12R,DS311CC12R,DS311CM12R,DS311CR12R,DS311CS12R,DS311TA12R,DS311TC12R,DS311TM12R,DS311TR12R,DS311TS12R,DW311CA12R,DW311CC12R,DW311CM12R,DW311CR12R,DW311CS12R,DW311TA12R,DW311TC12R,DW311TM12R,DW311TR12R,DW311TS12R,D2311CA12R,D2311CC12R,D2311CM12R,D2311CR12R,D2311CS12R,D2311TA12R,D2311TC12R,D2311TM12R,D2311TR12R,D2311TS12R,D3311CA12R,D3311CC12R,D3311CM12R,D3311CR12R,D3311CS12R,D3311TA12R,D3311TC12R,D3311TM12R,D3311TR12R,D3311TS12R,D4311CA12R,D4311CC12R,D4311CM12R,D4311CR12R,D4311CS12R,D4311TA12R,D4311TC12R,D4311TM12R,D4311TR12R,D4311TS12R
"205907",5,8,16,18,30,66,80,78,90,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,6,13,14,24,64,77,76,89,90,6,8,19,22,24,72,79,84,90,91,5,7,15,16,26,64,79,76,89,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,13,14,36,60,81,72,89,94,4,6,10,10,18,57,74,71,87,90,-3,14,7,7,7,29,64,50,64,64,14,29,57,43,86,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"206901",6,17,21,29,53,70,76,76,89,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,7,15,20,34,56,61,66,80,83,13,15,24,43,52,65,70,72,91,93,2,10,13,19,40,60,67,67,83,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,38,38,50,38,50,-3,18,18,17,54,73,82,80,86,93,-3,-3,2,7,21,45,54,54,80,87,-3,-3,-3,-3,10,20,40,40,40,60,9,22,28,37,65,78,85,85,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"206902",4,4,16,40,36,64,72,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,15,31,23,54,69,77,-4,-4,-3,-3,18,55,45,64,73,82,-4,-4,-3,-3,20,20,-3,40,40,60,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,14,29,29,64,71,79,-4,-4,-3,-3,13,25,-3,38,50,50,-4,-4,-3,-3,-3,20,-3,40,60,60,-4,-4,5,5,15,45,45,70,80,85,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"206903",12,9,9,29,32,65,70,78,92,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,29,19,53,63,75,94,88,8,10,10,33,20,58,60,90,-4,90,13,-3,-3,29,20,63,50,83,86,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,8,8,25,42,71,77,69,83,92,6,7,7,25,21,59,67,67,88,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,31,38,65,75,75,94,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"207901",3,14,19,20,41,73,77,77,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,8,13,13,28,65,69,73,95,97,3,15,18,24,33,71,73,76,97,97,-3,4,12,18,27,64,69,69,92,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,19,17,47,75,81,78,92,97,-3,3,3,10,13,53,60,60,90,95,-3,-3,-3,-3,-3,25,63,25,88,86,10,40,35,25,75,95,95,95,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"208901",3,6,13,3,19,55,63,84,91,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,14,-3,14,47,50,79,-4,93,-3,-3,7,-3,7,47,60,80,93,87,-3,-3,9,-3,9,58,55,91,92,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,12,18,6,29,61,65,88,89,82,-3,-3,5,-3,9,39,50,77,87,77,-3,-3,-3,-3,13,13,25,75,75,50,5,10,14,5,24,52,67,81,90,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"208902",4,11,15,17,39,73,79,83,88,95,-3,-3,-3,-3,25,33,58,42,92,-4,2,3,6,7,24,61,68,74,79,93,5,11,16,22,32,74,79,84,90,96,3,10,9,11,32,69,74,82,84,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,15,13,47,72,79,82,85,95,1,2,4,7,20,59,69,74,80,92,-3,3,7,-3,7,32,47,54,46,77,5,14,23,24,49,78,86,88,89,96,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"208903",5,16,14,25,22,89,92,95,-4,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,15,15,31,15,86,85,-4,-4,-4,4,16,16,33,16,88,88,96,-4,96,11,25,25,13,13,78,75,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,8,8,33,92,-4,92,-4,-4,-3,-3,-3,16,5,85,85,95,-4,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,14,10,29,24,93,97,93,-4,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"209901",21,41,43,41,58,82,89,86,95,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,17,17,11,32,63,72,67,89,95,23,39,50,50,51,89,93,89,95,98,-3,8,15,15,23,54,69,62,85,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,44,33,32,67,74,83,83,95,97,3,23,10,13,32,59,73,67,88,94,-3,13,-3,13,13,50,63,63,88,88,24,46,48,46,66,87,92,91,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"209902",-3,6,6,17,22,56,78,67,-4,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,11,22,22,56,78,67,-4,89,-3,-3,8,15,15,62,77,77,-4,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,20,-3,20,40,40,80,40,-4,-4,-3,-3,-3,-3,-3,29,71,43,-4,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,-3,13,20,60,87,73,-4,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"210901",8,17,21,24,50,77,84,86,94,94,-3,2,9,7,24,59,74,74,87,87,3,10,11,17,38,68,79,80,91,92,10,15,24,27,44,75,79,86,97,91,4,14,15,13,44,68,78,82,92,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,9,-3,-3,-3,9,27,36,55,70,5,19,18,21,57,79,90,85,91,96,-3,3,4,5,23,55,68,70,86,85,-3,3,7,7,11,34,45,59,83,71,14,26,31,41,66,92,93,93,99,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"210902",8,25,24,39,51,85,92,91,96,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,21,12,37,42,77,86,86,91,98,8,15,25,56,40,88,93,95,-4,95,10,10,10,50,70,70,80,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,32,23,28,58,83,92,88,93,98,3,9,6,21,29,71,82,82,94,91,-3,13,-3,27,27,67,87,87,93,87,8,28,27,39,50,86,93,92,95,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"210903",4,21,24,23,40,78,86,86,97,95,-3,-3,4,22,9,65,77,74,96,96,4,9,9,27,22,64,77,78,93,89,2,4,20,28,28,78,83,87,98,94,-3,-3,-3,25,25,38,63,75,88,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,43,29,17,55,79,90,86,95,95,-3,3,3,9,9,56,73,68,91,88,-3,20,-3,17,-3,17,20,33,83,67,6,31,34,24,53,88,92,92,98,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"210904",-3,7,9,11,31,57,64,73,87,95,-3,5,9,9,41,68,73,73,73,95,-3,7,4,11,25,51,60,71,84,93,-3,4,15,20,20,50,58,69,96,88,-3,6,6,6,13,29,41,71,94,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,10,3,3,40,63,70,77,80,-4,-3,3,3,10,21,37,47,60,76,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,13,13,20,40,73,80,80,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"210905",-3,10,25,17,45,78,86,86,96,97,-3,7,33,25,27,56,67,73,88,93,-3,8,25,16,46,77,85,85,96,98,-3,9,21,24,45,79,85,91,94,94,-3,-3,22,-3,33,90,89,89,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,10,28,12,44,76,87,82,98,-4,-3,-3,9,15,20,54,70,73,91,93,-3,-3,18,27,-3,45,64,64,91,89,-3,13,23,18,53,82,92,90,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"210906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"211901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"211902",7,21,21,23,46,77,89,84,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,10,12,29,66,83,76,-4,98,10,17,21,31,40,79,86,90,-4,98,-3,13,10,13,33,71,85,81,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,26,20,13,53,75,92,78,97,-4,-3,4,-3,4,15,54,72,73,96,96,-3,14,-3,29,14,29,57,57,86,86,18,34,36,38,64,85,94,88,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"212803",7,4,4,10,24,43,52,56,55,80,-3,-3,-3,-3,20,50,40,80,67,80,7,4,4,10,24,43,52,56,55,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,20,-1,40,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,4,10,24,43,52,56,55,80,7,4,4,10,24,43,52,56,55,80,-3,6,-3,-3,18,16,35,41,33,76,6,-3,7,6,20,39,53,47,47,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212901",12,20,26,19,39,77,87,82,95,99,7,7,14,14,21,71,79,86,86,-4,5,12,14,12,27,75,82,81,93,98,16,22,31,24,31,83,84,87,-4,-4,-3,9,18,-3,45,91,91,91,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,19,22,14,46,72,89,78,91,98,-3,-3,5,3,16,61,71,76,92,97,-3,-3,-3,-3,-3,43,43,71,86,83,13,22,28,21,41,76,87,80,98,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212902",11,18,22,31,53,77,85,85,96,96,18,18,27,18,27,55,73,64,-4,82,8,13,14,19,40,70,79,86,96,95,5,9,14,30,42,76,83,85,98,95,7,7,7,13,50,60,67,87,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,26,30,32,63,78,86,86,94,98,1,6,4,10,27,54,65,70,91,91,4,8,4,13,18,21,33,63,88,68,10,18,23,33,54,78,86,86,96,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212903",9,26,23,29,61,84,91,89,97,98,9,9,18,26,47,71,79,76,97,97,3,17,12,20,57,83,88,90,96,97,9,23,24,32,55,84,90,90,97,98,4,27,19,20,54,82,87,91,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,29,23,26,66,84,92,88,98,97,1,6,4,8,32,63,76,76,92,93,2,11,3,8,24,49,69,71,85,87,10,29,25,31,63,85,92,90,98,98,-3,8,-3,23,67,85,92,85,-4,92,-3,-3,14,14,86,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212904",9,25,26,24,51,83,90,89,93,98,-3,17,11,12,39,94,94,94,-4,-4,6,18,20,18,42,79,86,83,91,97,9,21,22,29,47,87,88,90,99,99,-3,8,-3,17,27,58,75,67,75,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,28,30,20,54,80,91,89,89,97,-3,8,7,7,26,64,78,75,83,95,-3,20,-3,-3,-3,50,80,50,83,83,12,29,31,26,56,84,90,90,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212905",7,17,16,20,47,69,83,78,88,95,2,6,8,12,37,59,74,70,85,92,2,8,10,11,37,62,77,74,85,93,6,13,15,24,44,71,83,79,92,95,3,10,13,14,39,66,81,78,87,95,25,50,25,38,88,75,-4,88,88,-4,-3,1,4,1,14,31,58,57,59,86,8,20,18,15,51,67,82,77,84,95,-3,3,4,7,27,51,71,64,80,91,1,3,3,2,13,17,36,41,41,63,16,35,28,36,70,83,94,86,93,97,9,32,18,27,68,82,86,82,95,95,29,42,47,29,53,79,94,85,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212906",10,23,28,27,51,81,87,87,95,98,1,6,6,15,22,60,68,74,87,90,4,16,21,19,38,73,81,81,92,96,7,16,26,33,46,82,85,89,98,97,7,12,21,22,45,74,81,87,93,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,13,13,38,50,50,50,75,12,29,31,23,57,80,89,85,93,99,4,13,14,18,33,66,78,75,91,95,-3,-3,-3,11,11,29,48,56,75,79,12,27,32,31,56,85,91,89,97,99,-3,29,29,14,57,79,79,86,86,-4,11,18,47,22,50,78,82,88,89,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212909",6,16,14,21,44,73,83,81,93,96,1,6,6,12,28,71,78,80,93,95,4,10,9,15,38,69,81,77,92,95,5,12,12,24,37,78,85,85,97,98,5,9,12,20,43,68,80,79,93,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,7,-3,7,27,43,50,80,93,7,19,16,19,49,69,82,78,90,96,-3,6,3,8,23,51,68,64,87,93,-3,7,-3,23,18,23,44,50,77,64,9,25,20,27,53,75,87,82,93,97,12,29,24,24,47,94,94,94,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"212910",4,25,21,18,41,78,90,88,92,96,-3,15,15,4,15,63,73,81,96,88,3,25,16,15,40,78,85,85,95,92,6,23,17,26,30,79,88,89,91,95,-3,21,17,4,43,75,79,83,88,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,28,24,11,52,78,91,86,93,96,-3,15,15,-3,19,61,65,78,89,81,-3,14,14,-3,7,44,71,64,73,79,6,30,24,27,49,84,98,91,92,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"213801",-3,5,3,2,28,57,86,75,76,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,6,3,27,56,83,71,77,-4,-3,9,-3,-3,26,70,87,83,87,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,3,6,3,29,50,86,69,69,97,-3,5,3,2,21,55,87,73,78,97,-3,-3,-3,8,18,62,82,83,75,91,-3,6,4,2,30,57,87,74,76,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"213901",10,20,28,27,55,82,86,88,98,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,13,21,37,65,74,77,96,93,12,16,25,30,44,76,81,84,99,94,1,9,13,9,34,64,70,78,97,93,20,20,20,20,20,80,80,80,-4,80,-3,-3,-3,-3,-3,9,18,27,82,91,9,22,30,24,63,87,91,91,97,99,-3,5,2,4,25,55,66,66,94,90,-3,6,-3,13,6,29,44,56,81,81,13,23,33,32,63,89,93,92,98,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"214901",6,14,24,18,44,75,87,88,88,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,24,18,44,75,86,88,88,96,7,14,25,23,41,80,87,90,93,96,6,14,24,18,44,75,87,88,88,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,13,2,24,59,78,81,75,92,6,15,24,14,47,71,86,86,84,97,2,7,15,6,30,62,79,82,79,94,-3,2,3,-3,10,27,57,60,50,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,80,80,-4,-4,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"214902",-3,2,5,19,38,70,86,80,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,3,15,27,68,82,81,97,94,-3,-3,6,29,38,59,71,75,-4,94,-3,2,5,19,39,71,85,83,95,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,4,4,12,38,77,96,84,92,96,-3,-3,-3,-3,29,59,82,69,94,94,-3,-3,-3,-3,22,44,78,67,78,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"214903",4,22,19,12,43,68,85,77,85,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,20,18,11,40,67,84,76,84,92,5,19,17,16,39,72,85,77,93,95,4,22,19,12,43,68,85,77,85,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,10,1,16,44,66,62,61,82,3,25,20,8,46,65,84,76,77,89,-3,8,9,2,27,52,75,65,74,87,-3,5,5,-3,7,11,26,30,31,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"215901",8,17,25,20,37,77,85,87,96,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,11,18,18,29,72,80,82,94,88,9,14,32,25,29,82,88,93,96,95,4,9,19,9,22,67,74,80,96,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,21,18,15,45,72,82,81,96,92,2,8,15,5,18,61,75,74,94,85,-3,-3,-3,6,12,24,47,59,82,53,10,21,28,27,44,83,92,91,97,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"216901",6,26,19,13,42,78,84,87,88,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,10,10,10,30,-4,-4,-4,-4,-4,-3,13,-3,13,27,80,80,87,93,93,-3,20,13,13,33,87,87,93,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,38,38,12,56,76,88,88,82,94,-3,-3,7,-3,27,56,67,73,75,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,31,25,12,50,71,81,81,82,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"217901",13,17,20,37,59,90,97,93,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,17,8,25,45,92,92,-4,-4,-4,11,17,17,39,53,89,94,94,-4,-4,11,11,11,33,33,89,89,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,25,33,67,92,-4,92,-4,-4,-3,-3,-3,-3,17,67,83,83,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,16,21,37,72,89,-4,89,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"218901",6,11,13,19,43,69,81,81,88,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,9,31,60,76,76,83,89,8,16,16,33,41,73,78,80,90,90,3,6,7,14,34,64,77,77,85,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,11,9,45,67,82,82,87,93,-3,-3,2,5,21,42,64,62,77,83,-3,-3,7,7,7,7,20,60,53,67,11,19,25,31,58,78,86,89,94,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
