DISTRICT,DA311CA12R,DA311CC12R,DA311CM12R,DA311CR12R,DA311CS12R,DA311TA12R,DA311TC12R,DA311TM12R,DA311TR12R,DA311TS12R,DB311CA12R,DB311CC12R,DB311CM12R,DB311CR12R,DB311CS12R,DB311TA12R,DB311TC12R,DB311TM12R,DB311TR12R,DB311TS12R,DE311CA12R,DE311CC12R,DE311CM12R,DE311CR12R,DE311CS12R,DE311TA12R,DE311TC12R,DE311TM12R,DE311TR12R,DE311TS12R,DF311CA12R,DF311CC12R,DF311CM12R,DF311CR12R,DF311CS12R,DF311TA12R,DF311TC12R,DF311TM12R,DF311TR12R,DF311TS12R,DH311CA12R,DH311CC12R,DH311CM12R,DH311CR12R,DH311CS12R,DH311TA12R,DH311TC12R,DH311TM12R,DH311TR12R,DH311TS12R,DI311CA12R,DI311CC12R,DI311CM12R,DI311CR12R,DI311CS12R,DI311TA12R,DI311TC12R,DI311TM12R,DI311TR12R,DI311TS12R,DL311CA12R,DL311CC12R,DL311CM12R,DL311CR12R,DL311CS12R,DL311TA12R,DL311TC12R,DL311TM12R,DL311TR12R,DL311TS12R,DM311CA12R,DM311CC12R,DM311CM12R,DM311CR12R,DM311CS12R,DM311TA12R,DM311TC12R,DM311TM12R,DM311TR12R,DM311TS12R,DR311CA12R,DR311CC12R,DR311CM12R,DR311CR12R,DR311CS12R,DR311TA12R,DR311TC12R,DR311TM12R,DR311TR12R,DR311TS12R,DS311CA12R,DS311CC12R,DS311CM12R,DS311CR12R,DS311CS12R,DS311TA12R,DS311TC12R,DS311TM12R,DS311TR12R,DS311TS12R,DW311CA12R,DW311CC12R,DW311CM12R,DW311CR12R,DW311CS12R,DW311TA12R,DW311TC12R,DW311TM12R,DW311TR12R,DW311TS12R,D2311CA12R,D2311CC12R,D2311CM12R,D2311CR12R,D2311CS12R,D2311TA12R,D2311TC12R,D2311TM12R,D2311TR12R,D2311TS12R,D3311CA12R,D3311CC12R,D3311CM12R,D3311CR12R,D3311CS12R,D3311TA12R,D3311TC12R,D3311TM12R,D3311TR12R,D3311TS12R,D4311CA12R,D4311CC12R,D4311CM12R,D4311CR12R,D4311CS12R,D4311TA12R,D4311TC12R,D4311TM12R,D4311TR12R,D4311TS12R
"010902",10,25,28,21,55,79,88,86,92,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,19,21,14,42,68,81,79,88,92,6,17,25,25,50,75,84,85,95,95,4,12,17,12,48,69,81,82,88,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,32,31,17,60,82,91,87,89,96,3,9,6,10,29,55,74,67,81,87,3,6,8,8,11,26,66,50,63,80,12,29,31,23,56,82,90,88,93,96,18,45,45,36,73,82,82,91,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011901",6,19,18,16,50,67,79,77,88,95,1,6,8,10,36,56,69,70,86,94,5,15,13,13,43,61,74,73,86,92,6,14,17,19,44,70,79,77,93,95,3,11,12,10,40,56,69,69,85,92,17,60,17,17,50,50,-4,83,67,-4,-3,4,-3,4,16,14,38,51,50,70,6,24,18,13,55,64,79,76,84,94,3,11,9,10,37,51,68,64,83,92,-3,3,1,6,10,22,45,44,61,73,10,29,24,23,63,79,89,85,93,98,11,17,21,21,37,74,89,79,89,-4,20,60,40,20,60,80,80,80,80,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011902",3,9,12,13,47,63,75,73,87,91,-3,3,3,7,26,45,61,63,88,86,2,9,11,9,37,56,66,70,82,88,3,8,13,19,45,66,74,74,91,92,1,6,10,8,38,58,71,69,83,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,5,10,5,33,40,2,10,12,7,49,60,76,73,83,90,-3,-3,5,3,20,39,54,55,75,82,-3,-3,-3,2,7,6,34,40,59,70,5,14,18,21,64,75,83,81,91,96,10,20,11,33,67,70,80,78,89,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011904",7,22,27,20,53,88,96,93,96,99,4,15,11,12,30,70,93,81,88,-4,7,18,23,19,44,87,95,93,94,98,8,20,29,25,47,88,91,95,97,97,-3,6,23,15,46,90,94,92,94,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,23,25,16,58,88,-4,91,95,-4,4,11,11,11,29,75,91,82,92,96,-3,19,19,10,19,68,81,87,87,90,9,28,30,22,58,91,97,95,98,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"011905",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"012901",8,21,21,28,50,75,86,82,96,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,12,8,28,40,68,84,80,96,96,15,26,29,41,53,79,85,82,-4,-4,-3,15,15,23,62,77,92,85,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,16,13,16,47,71,87,82,92,97,-3,13,-3,13,27,53,80,60,93,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,24,24,29,47,78,84,84,96,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013901",6,12,16,12,29,52,66,61,82,87,-3,11,-3,22,56,67,78,78,89,-4,3,6,10,7,22,40,54,51,75,82,7,10,18,17,27,55,66,63,90,90,3,8,12,7,23,48,64,58,80,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,15,14,8,30,49,65,59,73,83,-3,2,3,1,11,32,51,42,71,80,-3,-3,-3,-3,-3,4,16,12,29,39,16,31,31,31,48,66,73,72,90,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"013903",7,16,26,23,44,63,68,84,91,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,17,21,31,49,54,80,88,97,4,4,12,28,42,62,65,85,96,-4,5,11,18,19,34,58,61,84,92,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,26,39,19,45,65,71,84,87,97,3,6,12,16,21,42,52,73,84,97,-3,-3,-3,25,25,25,25,63,75,-4,6,24,35,29,59,71,82,82,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"013905",12,34,31,27,63,87,92,95,98,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,22,26,21,57,81,88,94,97,-4,16,33,33,33,49,92,95,98,98,-4,6,17,23,20,49,81,88,94,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,35,30,22,76,83,89,93,99,-4,2,9,17,7,40,67,76,91,95,-4,-3,14,36,15,21,64,64,-4,-4,-4,23,64,45,39,87,96,98,98,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014801",-3,3,3,3,26,44,50,42,83,84,-3,-3,-3,-3,6,33,39,33,83,83,-3,3,-3,3,30,52,60,50,94,87,-3,-3,-3,-3,15,43,45,40,90,85,-3,-3,-3,-3,33,50,67,56,78,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,6,6,5,39,45,56,44,75,83,-3,3,-3,3,22,37,44,34,79,84,-3,-3,-3,-3,-3,-3,-3,-3,50,60,-3,14,14,11,71,67,71,57,-4,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014802",-3,-3,-3,-3,33,43,50,50,83,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,33,43,50,50,83,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014803",5,17,17,5,33,68,94,78,89,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,17,17,-3,17,62,-4,75,85,92,-3,-3,10,-3,20,64,-4,70,91,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,38,25,13,50,75,88,88,88,-4,7,23,15,7,31,64,-4,77,86,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,25,25,8,50,85,92,92,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014804",-3,18,11,14,50,77,92,83,92,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,15,67,85,75,79,92,-3,11,8,19,46,78,92,84,95,-4,-3,-3,10,-3,20,50,80,70,67,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,26,13,10,54,76,92,82,90,97,-3,17,3,3,36,65,89,69,89,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,19,8,15,52,80,94,84,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014901",13,29,36,32,48,87,94,92,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,17,20,19,35,78,83,86,92,97,17,26,36,44,38,87,92,92,-4,99,13,27,30,23,37,77,83,83,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,33,36,22,57,87,95,91,94,98,-3,8,4,4,24,54,80,68,88,96,6,13,13,-3,19,56,69,75,87,88,14,31,37,36,51,89,97,93,97,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014902",-3,9,5,9,18,53,74,67,72,82,-3,-3,-3,20,20,60,60,60,60,80,-3,9,4,4,17,44,70,62,69,83,-3,3,-3,14,14,62,76,66,79,83,-3,11,6,8,21,51,74,64,78,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,11,-3,11,22,44,56,56,56,-3,14,8,5,22,46,73,68,67,81,-3,2,2,4,14,40,67,56,67,72,-3,-3,-3,-3,-3,13,50,38,63,38,-3,-3,-3,-3,-3,50,75,75,50,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014903",13,29,28,29,60,85,92,89,95,97,-3,11,9,16,39,72,85,80,92,92,6,16,16,21,45,76,86,83,92,94,13,24,24,34,52,87,94,91,97,98,7,21,21,22,49,78,87,85,92,95,29,43,71,43,86,86,-4,86,-4,-4,-3,5,7,7,19,43,63,63,61,79,13,33,32,25,67,83,90,88,93,97,2,10,9,12,33,67,80,77,89,92,2,9,10,16,19,56,68,69,81,83,17,35,33,35,67,90,95,92,97,99,7,28,24,28,66,86,90,93,97,93,31,38,44,38,81,-4,-4,-4,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014905",7,33,21,19,51,79,93,88,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,22,16,11,36,78,95,86,97,-4,6,26,23,29,41,81,90,90,-4,-4,5,18,18,23,36,77,86,91,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,39,20,12,58,79,95,85,95,-4,4,16,8,15,36,81,96,88,96,-4,-3,-3,-3,-3,33,67,-4,67,-4,-4,9,44,24,20,62,82,96,84,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014906",4,16,16,13,46,65,79,72,89,95,2,9,9,10,38,57,72,66,87,93,3,11,11,12,37,58,71,66,86,92,5,13,15,18,42,67,77,74,93,94,4,14,14,13,44,66,79,73,89,95,-3,4,-3,-3,25,38,65,42,85,83,-3,2,2,-3,9,25,39,42,57,79,4,18,16,9,50,63,81,71,85,95,1,6,5,6,31,50,69,60,84,92,-3,5,3,4,14,25,47,40,66,78,6,25,24,17,59,73,87,80,90,97,6,21,19,17,51,68,81,75,93,94,9,27,35,18,56,75,85,84,90,96,-3,6,9,9,27,53,68,76,80,97
"014907",9,23,24,22,49,78,87,83,96,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,19,17,11,36,71,81,80,93,98,10,20,28,32,47,78,82,83,98,98,4,12,16,16,24,72,80,80,96,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,25,21,14,49,78,91,83,95,-4,-3,2,2,-3,20,52,69,62,91,-4,-3,-3,-3,-3,9,25,55,45,75,91,10,27,28,25,56,82,90,86,97,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014908",16,36,45,37,65,88,96,92,95,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,26,24,32,51,77,91,87,86,98,16,31,37,40,57,89,95,90,97,99,14,32,41,23,65,81,89,92,91,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,40,51,35,71,88,97,92,94,-4,2,13,16,19,33,73,87,84,89,-4,-3,17,22,11,28,63,-4,72,78,94,16,37,46,40,66,90,97,91,96,99,40,40,40,40,60,60,-4,80,80,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014909",9,21,22,17,46,64,74,76,87,92,2,8,6,7,27,44,59,62,79,85,3,12,12,9,34,55,67,70,84,90,8,16,19,19,39,65,72,74,92,91,3,13,18,11,39,64,75,76,88,94,-3,9,-3,-3,27,36,64,64,80,82,-3,-3,5,-3,10,23,36,55,50,86,9,26,25,14,53,64,77,78,83,93,1,6,6,3,23,42,57,60,79,87,-3,3,1,-3,2,19,37,51,56,66,18,37,36,29,65,79,85,86,91,95,10,17,20,17,57,63,69,80,97,93,33,54,67,42,75,88,88,92,92,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"014910",9,24,26,22,53,81,92,92,92,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,13,18,14,44,69,87,87,88,98,8,17,23,22,39,82,91,96,90,99,5,5,15,12,56,71,88,85,90,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,29,28,23,64,80,93,89,94,-4,-3,12,12,4,29,69,84,88,88,98,-3,13,7,13,20,53,67,73,87,-4,12,32,31,27,53,86,94,95,94,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015801",-3,2,1,2,14,37,50,37,71,77,-3,-3,-3,-3,29,14,43,14,67,86,-3,2,1,1,14,37,52,37,70,76,-3,2,-3,3,12,42,49,38,80,80,-3,2,1,2,13,38,49,39,71,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,2,2,2,17,32,52,36,62,74,-3,-3,-3,2,8,30,43,28,65,74,-3,-3,-3,4,8,9,31,13,42,58,-3,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015802",-3,6,3,11,24,45,73,43,80,88,-3,-3,-3,13,23,38,69,18,80,77,-3,6,3,9,21,43,72,41,79,88,-3,5,-3,17,20,30,63,35,83,95,-3,12,6,6,22,47,76,50,76,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,8,6,29,61,86,54,76,79,-3,4,-3,16,28,46,68,45,76,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015803",-3,18,6,18,35,47,59,53,82,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,19,6,19,31,44,56,50,81,81,-3,13,13,13,13,38,50,50,88,63,-3,15,8,23,38,54,69,62,85,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,22,-3,22,56,56,67,56,78,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,20,20,60,40,60,80,60,-4,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015805",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015806",3,19,28,7,38,71,82,87,90,97,-3,12,28,4,28,81,88,88,92,96,1,17,26,4,35,72,82,89,91,97,2,16,28,5,28,73,79,86,93,98,2,17,24,5,40,67,78,86,90,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,22,28,9,48,70,85,87,87,96,-3,6,14,4,20,66,78,86,86,96,-3,10,-3,9,10,64,80,90,73,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015807",1,2,3,7,12,47,58,57,81,85,-3,-3,-3,5,5,32,50,35,73,85,1,2,3,8,13,44,55,55,81,85,1,-3,2,7,6,50,55,55,88,85,2,2,3,8,11,50,61,60,84,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,-3,-1,40,-1,-1,80,-1,2,5,5,8,24,43,63,60,67,86,1,-3,1,6,7,42,54,52,79,83,-3,-3,-3,6,7,24,46,31,44,50,-3,-3,10,-3,33,64,67,70,77,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015808",-3,-1,-1,20,-1,67,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,20,-1,67,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-1,20,-1,67,-1,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"015814",-3,6,3,5,18,44,56,49,68,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,6,3,5,19,42,56,49,65,84,-3,4,-3,8,-3,35,44,40,69,78,-3,6,3,5,18,44,56,49,68,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,9,8,-3,55,60,82,67,64,-4,-3,6,3,3,19,41,53,46,66,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015815",2,8,13,5,36,70,76,80,86,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,10,13,7,33,71,73,80,85,88,3,9,9,9,26,71,73,76,86,91,-3,4,6,4,29,69,76,80,87,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,8,19,-3,48,68,81,85,86,89,2,9,11,4,33,68,74,80,84,89,-3,-3,-3,-3,17,25,36,42,42,75,13,43,71,13,86,75,86,86,88,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015816",-3,3,3,5,11,38,68,48,88,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,7,7,13,15,53,73,67,87,-4,-3,-3,5,10,5,33,61,30,95,79,-3,3,-3,6,7,38,67,42,91,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,5,-3,-3,17,43,75,65,81,83,-3,3,3,5,11,37,68,46,88,81,-3,-3,-3,-3,-3,-3,60,50,50,67,-3,-1,-3,-3,20,50,-1,40,-4,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015817",1,2,2,2,16,34,51,45,69,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,17,33,50,45,66,80,2,2,5,2,14,37,43,44,83,79,1,2,2,2,16,33,52,45,68,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,20,40,50,56,-3,2,-3,2,17,31,57,45,57,85,1,2,2,2,16,33,51,44,68,83,-3,-3,-3,8,8,-3,33,38,54,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"015819",3,6,3,9,18,38,38,39,88,76,-3,-3,-3,8,-3,17,18,18,92,82,-3,5,-3,8,17,42,45,48,92,74,5,5,5,15,21,41,37,37,95,68,13,17,14,20,14,38,33,43,-4,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,8,-3,-3,14,33,38,43,75,86,-3,-3,-3,7,14,28,29,31,85,72,-3,-3,-3,-3,-3,-3,-3,20,80,40,-3,7,-3,7,33,53,53,53,80,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
