DISTRICT,D200A001513R,D200A001S14R,D200AC01513R,D200AC01S14R,D200AM01513R,D200AM01S14R,D200AR01513R,D200AR01S14R,D200AS01513R,D200AS01S14R,D200AW01513R,D200AW01S14R,D300A001513R,D300A001S14R,D300AC01513R,D300AC01S14R,D300AM01513R,D300AM01S14R,D300AR01513R,D300AR01S14R,D300AS01513R,D300AS01S14R,D300AW01513R,D300AW01S14R,D400A001513R,D400A001S14R,D400AC01513R,D400AC01S14R,D400AM01513R,D400AM01S14R,D400AR01513R,D400AR01S14R,D400AS01513R,D400AS01S14R,D400AW01513R,D400AW01S14R,DA00A001513R,DA00A001S14R,DA00AC01513R,DA00AC01S14R,DA00AM01513R,DA00AM01S14R,DA00AR01513R,DA00AR01S14R,DA00AS01513R,DA00AS01S14R,DA00AW01513R,DA00AW01S14R,DB00A001513R,DB00A001S14R,DB00AC01513R,DB00AC01S14R,DB00AM01513R,DB00AM01S14R,DB00AR01513R,DB00AR01S14R,DB00AS01513R,DB00AS01S14R,DB00AW01513R,DB00AW01S14R,DE00A001513R,DE00A001S14R,DE00AC01513R,DE00AC01S14R,DE00AM01513R,DE00AM01S14R,DE00AR01513R,DE00AR01S14R,DE00AS01513R,DE00AS01S14R,DE00AW01513R,DE00AW01S14R,DF00A001513R,DF00A001S14R,DF00AC01513R,DF00AC01S14R,DF00AM01513R,DF00AM01S14R,DF00AR01513R,DF00AR01S14R,DF00AS01513R,DF00AS01S14R,DF00AW01513R,DF00AW01S14R,DH00A001513R,DH00A001S14R,DH00AC01513R,DH00AC01S14R,DH00AM01513R,DH00AM01S14R,DH00AR01513R,DH00AR01S14R,DH00AS01513R,DH00AS01S14R,DH00AW01513R,DH00AW01S14R,DI00A001513R,DI00A001S14R,DI00AC01513R,DI00AC01S14R,DI00AM01513R,DI00AM01S14R,DI00AR01513R,DI00AR01S14R,DI00AS01513R,DI00AS01S14R,DI00AW01513R,DI00AW01S14R,DL00A001513R,DL00A001S14R,DL00AC01513R,DL00AC01S14R,DL00AM01513R,DL00AM01S14R,DL00AR01513R,DL00AR01S14R,DL00AS01513R,DL00AS01S14R,DL00AW01513R,DL00AW01S14R,DM00A001513R,DM00A001S14R,DM00AC01513R,DM00AC01S14R,DM00AM01513R,DM00AM01S14R,DM00AR01513R,DM00AR01S14R,DM00AS01513R,DM00AS01S14R,DM00AW01513R,DM00AW01S14R,DR00A001513R,DR00A001S14R,DR00AC01513R,DR00AC01S14R,DR00AM01513R,DR00AM01S14R,DR00AR01513R,DR00AR01S14R,DR00AS01513R,DR00AS01S14R,DR00AW01513R,DR00AW01S14R,DS00A001513R,DS00A001S14R,DS00AC01513R,DS00AC01S14R,DS00AM01513R,DS00AM01S14R,DS00AR01513R,DS00AR01S14R,DS00AS01513R,DS00AS01S14R,DS00AW01513R,DS00AW01S14R,DW00A001513R,DW00A001S14R,DW00AC01513R,DW00AC01S14R,DW00AM01513R,DW00AM01S14R,DW00AR01513R,DW00AR01S14R,DW00AS01513R,DW00AS01S14R,DW00AW01513R,DW00AW01S14R
"007901",-1,100,.,-1,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,65,62,67,63,66,62,62,42,69,38,68,-1,.,.,.,-1,.,-1,.,.,.,-1,.,53,61,59,60,61,63,56,58,42,63,32,60,58,68,63,60,68,70,63,66,34,63,42,78,55,63,58,65,61,64,61,62,39,66,40,65,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,43,59,63,-1,57,55,47,56,-1,-1,-1,-1,55,63,62,71,59,63,61,59,48,74,35,57,49,58,57,63,57,58,56,56,35,65,29,52,50,60,46,50,55,53,60,66,43,-1,-1,71,68,76,86,85,74,81,74,63,61,88,-1,86
"007902",79,77,75,-1,75,67,75,100,100,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,100,-1,-1,.,-1,.,-1,.,-1,-1,-1,.,76,75,79,77,79,77,79,75,69,70,65,77,63,69,-1,-1,-1,78,-1,78,-1,-1,-1,-1,69,67,73,66,72,70,73,68,62,60,58,69,79,80,82,78,81,80,83,82,66,73,74,86,72,69,75,70,76,70,75,70,66,63,61,73,-1,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,63,55,-1,-1,80,69,-1,44,-1,-1,100,-1,73,71,77,76,78,74,75,68,73,68,55,68,58,57,60,56,63,61,62,55,50,50,41,60,49,52,35,48,55,57,62,52,31,35,33,57,82,84,86,88,84,86,87,82,73,80,70,87
"007904",65,100,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,61,72,62,72,61,71,63,67,68,51,42,64,61,63,-1,71,63,77,55,-1,-1,56,-1,62,55,66,55,66,56,65,58,61,60,43,33,69,64,71,64,73,62,74,68,63,66,58,48,66,58,70,58,70,59,68,60,66,65,48,39,63,77,-1,-1,-1,-1,-1,100,.,-1,-1,-1,44,40,50,43,58,42,42,39,28,53,25,29,66,58,73,59,71,61,68,58,71,70,43,37,50,47,60,49,52,48,52,50,54,51,29,24,41,44,35,44,40,39,53,48,38,79,27,-1,78,72,81,75,82,70,82,75,72,80,64,50
"007905",85,73,-1,-1,92,82,83,72,-1,-1,-1,-1,88,95,100,-1,100,100,78,90,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,70,70,75,73,78,76,72,68,64,61,47,64,54,50,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,63,63,69,62,73,70,65,61,55,50,41,54,71,71,76,69,77,76,74,71,62,60,56,69,66,65,71,66,74,72,67,63,59,54,44,58,75,-1,-1,-1,71,-1,71,-1,-1,-1,-1,-1,49,37,57,-1,62,57,44,29,-1,-1,-1,-1,68,68,75,76,78,75,69,64,65,62,38,60,48,52,56,54,61,60,49,50,45,53,22,34,44,47,45,58,54,54,44,39,33,33,35,58,78,83,86,88,86,86,82,81,74,76,53,81
"007906",-1,82,.,-1,-1,-1,-1,-1,.,-1,-1,-1,100,100,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,63,68,63,70,68,69,68,68,56,61,51,67,88,70,-1,-1,-1,-1,-1,-1,-1,-1,.,.,60,65,59,67,66,66,66,66,52,61,48,63,66,72,64,73,69,72,71,75,55,60,61,76,61,67,61,69,66,67,66,67,54,59,48,68,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,42,53,26,42,49,67,47,48,43,45,36,63,60,63,61,66,66,65,66,62,56,63,42,58,50,55,48,58,55,55,56,56,46,52,38,51,47,49,42,48,52,42,51,53,51,47,33,52,76,75,73,75,79,77,83,76,70,73,67,61
"008901",86,75,94,79,89,76,89,78,75,56,75,78,83,90,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,82,80,86,75,84,82,85,81,82,75,69,80,64,60,68,47,60,63,71,63,63,58,48,61,73,68,77,60,77,72,76,70,73,59,56,67,84,83,88,76,86,83,88,86,81,78,75,81,74,71,78,65,80,75,75,73,72,57,61,72,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,54,48,61,26,71,57,43,47,56,-1,38,52,80,78,85,73,83,82,82,77,84,71,64,78,65,62,72,54,67,65,71,64,64,56,44,57,50,51,57,47,51,56,51,50,54,38,28,48,89,88,92,83,90,90,90,89,89,86,76,87
"008902",74,83,75,85,81,93,77,83,70,-1,55,63,93,83,-1,-1,-1,-1,100,-1,-1,.,-1,-1,100,100,.,-1,-1,-1,-1,-1,.,-1,-1,.,78,77,82,78,83,82,79,75,77,73,64,71,57,61,65,69,64,65,57,57,52,64,40,49,70,69,74,70,76,75,71,66,68,59,55,60,79,79,80,79,82,82,82,78,75,70,71,77,75,71,78,71,80,77,77,70,73,62,58,63,94,82,-1,-1,-1,-1,100,-1,-1,-1,-1,.,44,47,44,47,62,60,38,45,29,20,30,29,78,76,83,78,84,82,77,73,79,75,59,66,58,59,63,63,64,66,60,56,57,54,39,48,53,57,58,58,59,65,54,51,60,59,28,48,87,88,90,88,90,91,87,86,87,85,77,85
"008903",92,66,-1,-1,-1,75,-1,50,-1,-1,-1,-1,100,100,-1,-1,-1,-1,-1,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,79,79,83,89,85,79,79,78,79,82,59,69,70,70,69,75,81,71,67,68,65,73,57,-1,73,74,78,83,81,76,73,72,73,74,54,58,80,82,87,88,84,80,81,83,76,84,68,67,74,74,78,87,81,73,74,72,78,79,54,59,.,.,.,.,.,.,.,.,.,.,.,.,38,49,-1,63,55,63,35,41,-1,-1,-1,-1,77,78,80,89,87,78,78,74,81,80,51,71,60,63,67,74,73,67,59,60,57,67,38,41,41,42,40,-1,52,39,35,40,36,-1,36,-1,85,88,92,95,90,87,86,89,82,90,65,80
"009901",.,-1,.,-1,.,.,.,-1,.,.,.,.,89,73,-1,-1,-1,-1,-1,83,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,71,72,81,68,82,76,70,70,63,76,51,71,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,68,69,78,63,80,73,66,66,57,73,48,68,73,72,82,63,82,77,73,70,59,73,59,73,68,69,78,63,79,75,66,67,58,73,48,67,.,.,.,.,.,.,.,.,.,.,.,.,41,47,57,27,61,62,28,43,-1,59,21,22,70,73,80,73,82,75,67,69,67,80,43,69,55,58,73,47,70,65,50,56,46,67,32,46,55,60,71,49,62,67,51,59,37,80,48,40,85,86,93,95,93,83,85,83,84,94,64,88
"010901",-1,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,84,91,78,79,75,92,90,84,89,71,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,82,83,89,74,74,71,92,90,83,83,64,100,85,88,94,81,77,79,92,95,86,91,74,97,75,79,72,80,75,71,89,78,75,86,50,100,.,.,.,.,.,.,.,.,.,.,.,.,67,84,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,84,79,88,74,83,71,91,84,83,88,69,80,74,83,84,71,70,82,84,87,73,78,55,92,68,72,63,42,57,89,86,76,45,-1,80,-1,88,86,96,81,82,77,93,93,90,89,78,89
"010902",69,84,92,75,65,75,73,95,80,-1,36,-1,97,100,-1,-1,90,100,100,100,-1,-1,100,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,79,89,81,79,78,84,81,82,77,66,76,86,80,-1,-1,-1,83,-1,100,-1,-1,-1,-1,73,72,83,73,71,72,78,74,74,62,55,68,81,81,87,79,79,79,85,85,76,74,71,85,74,73,84,74,74,76,78,74,76,61,57,64,83,83,88,-1,70,-1,90,-1,75,-1,100,.,62,51,50,-1,71,54,65,55,-1,-1,57,-1,80,77,91,83,79,77,82,77,86,80,62,68,64,65,77,71,61,64,68,67,67,59,45,49,47,47,64,56,42,44,48,47,57,70,23,33,83,82,91,85,81,79,87,84,84,82,70,81
"011901",81,77,91,86,83,78,85,78,87,76,54,61,89,92,93,100,92,94,96,82,85,100,71,100,71,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,74,71,79,76,77,72,76,71,76,72,56,60,66,67,72,71,67,65,72,65,64,72,45,72,67,65,72,70,72,66,70,64,68,64,48,53,76,74,78,76,79,73,79,75,74,74,62,67,68,65,72,70,72,66,69,64,69,65,49,52,72,72,87,100,75,62,71,81,73,-1,50,55,45,46,41,44,55,52,45,46,38,32,32,37,72,68,79,75,76,70,74,67,77,70,50,52,61,57,69,60,65,57,63,57,65,64,40,40,49,41,53,51,50,43,55,40,50,44,27,20,84,81,88,86,85,81,86,82,86,81,67,71
"011902",65,71,58,68,68,67,79,78,59,-1,38,81,67,73,-1,-1,70,75,70,75,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,67,67,74,72,71,69,70,67,67,65,46,53,58,57,61,60,62,58,62,61,58,49,37,44,60,61,67,67,65,64,64,61,59,57,39,47,70,70,76,75,72,70,75,73,68,63,54,58,62,64,68,70,67,67,64,63,59,62,43,46,79,72,-1,-1,-1,83,83,100,-1,.,-1,-1,35,48,35,49,44,55,34,46,23,38,26,30,64,64,71,70,69,68,65,61,66,67,39,49,48,53,56,55,56,56,50,53,51,51,24,37,41,46,43,43,47,51,46,46,33,31,20,45,80,78,88,84,81,80,82,77,83,79,58,72
"011904",66,61,88,-1,67,58,79,67,83,86,29,-1,100,80,-1,-1,-1,83,-1,83,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,76,74,82,75,78,74,81,75,70,78,58,67,62,61,69,52,64,61,67,63,60,70,41,53,67,67,71,66,70,67,73,68,61,72,50,55,79,77,81,74,81,75,86,80,70,71,68,78,68,67,71,64,71,68,74,67,61,68,54,65,90,86,100,-1,71,-1,100,83,100,-1,-1,.,47,48,-1,-1,64,54,62,43,-1,-1,-1,58,72,72,82,75,76,73,76,71,70,84,49,56,57,59,68,58,60,61,62,60,54,70,36,37,49,49,54,25,50,45,58,58,46,64,28,41,80,80,87,82,83,79,85,81,74,82,64,71
"011905",.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,78,47,62,63,74,79,89,43,77,41,73,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,60,76,41,61,62,70,77,89,-1,75,37,69,65,80,-1,53,61,77,85,92,-1,-1,62,83,64,75,-1,65,63,71,88,87,-1,75,56,63,.,.,.,.,.,.,.,.,.,.,.,.,71,63,-1,-1,77,68,100,73,-1,-1,-1,-1,61,76,65,71,66,71,72,85,60,88,-1,57,49,71,33,52,51,66,68,86,-1,73,24,64,41,70,-1,-1,-1,-1,71,100,-1,-1,-1,-1,63,81,59,58,65,77,74,91,63,-1,25,81
"012901",74,60,-1,-1,73,63,73,60,-1,-1,71,-1,-1,-1,.,.,-1,-1,-1,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,86,88,90,92,87,90,89,87,81,75,77,89,82,88,-1,-1,91,100,80,82,83,-1,-1,-1,81,83,86,86,82,84,84,84,75,69,69,83,88,90,88,94,90,93,93,88,78,82,86,95,80,83,85,85,87,84,83,81,66,73,66,91,78,80,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,83,85,93,90,82,88,84,86,85,69,66,83,69,80,67,84,70,85,77,79,56,39,57,84,68,76,79,86,61,78,77,76,86,-1,42,67,88,90,93,93,87,92,91,89,85,77,82,91
"013801",-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,96,96,-1,-1,88,100,100,100,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,83,78,77,76,78,73,89,86,.,.,88,74,100,100,.,-1,-1,-1,-1,-1,.,.,-1,-1,80,74,71,71,74,68,87,84,.,.,85,65,83,83,73,83,78,74,89,91,.,.,88,85,81,76,76,76,76,70,87,83,.,.,84,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,74,82,70,77,71,89,81,.,.,87,61,68,61,50,47,60,54,78,75,.,.,71,43,69,61,86,-1,50,53,81,67,.,.,.,-1,85,87,73,-1,78,79,94,100,.,.,100,83
"013901",76,83,-1,-1,-1,80,83,92,-1,-1,-1,-1,97,82,100,-1,100,-1,100,83,83,-1,100,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,61,65,67,67,61,62,68,66,57,60,49,74,61,76,61,79,55,80,71,77,69,-1,47,-1,58,61,60,62,58,59,65,62,51,52,47,72,63,67,67,65,62,64,71,69,53,55,54,85,59,63,64,64,58,60,67,64,55,56,47,74,72,83,-1,.,78,-1,88,-1,-1,-1,-1,-1,38,53,44,39,42,55,41,53,-1,-1,30,79,60,64,66,69,60,61,66,63,60,64,43,65,47,54,54,57,44,50,55,55,46,52,33,63,44,62,38,63,44,61,49,64,44,50,37,62,71,75,80,79,73,72,76,73,64,80,55,80
"013902",71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,75,88,81,62,76,68,79,45,59,59,64,.,.,.,.,.,.,.,.,.,.,.,.,62,75,80,73,59,77,64,77,-1,58,62,74,67,77,91,75,61,77,72,81,-1,58,65,86,64,71,86,79,60,71,65,75,50,58,63,63,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,63,72,86,92,62,74,64,76,-1,-1,45,47,34,54,-1,71,32,57,41,57,-1,-1,-1,-1,57,56,-1,-1,63,56,-1,89,-1,-1,-1,-1,70,90,-1,86,71,100,76,100,.,-1,-1,-1
"013903",63,-1,-1,-1,63,-1,88,-1,-1,-1,-1,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,73,74,71,66,74,76,82,79,67,64,62,78,85,-1,-1,-1,-1,.,100,-1,-1,.,-1,.,70,70,66,61,69,71,81,78,62,54,60,78,74,76,69,61,74,79,85,85,62,61,70,93,67,69,64,56,67,71,78,77,61,51,55,78,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,72,73,71,75,74,80,74,73,68,52,67,61,63,54,58,62,63,74,70,49,55,54,63,63,68,50,67,70,74,67,74,67,60,50,-1,82,85,81,85,86,88,88,84,75,85,74,80
"013905",-1,83,.,.,-1,-1,-1,-1,.,.,.,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,86,88,91,91,87,87,89,89,82,83,76,86,83,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,81,83,87,85,83,83,85,85,74,78,71,82,85,89,90,92,83,87,89,91,79,80,80,92,83,84,88,87,83,83,88,84,76,78,74,85,100,93,-1,-1,100,-1,100,-1,-1,-1,-1,-1,73,79,-1,-1,88,-1,75,100,-1,-1,-1,-1,88,86,92,91,91,86,90,86,86,87,72,81,72,76,75,81,72,75,78,79,64,71,66,72,81,78,85,82,74,80,91,82,75,-1,76,72,92,95,98,98,94,92,93,98,96,94,80,90
"014801",35,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,-1,-1,.,.,.,56,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,38,50,48,71,25,42,48,36,47,78,20,.,37,47,45,71,-1,-1,52,-1,50,89,-1,.,37,49,44,69,23,41,47,35,47,73,24,.,41,54,50,56,32,45,52,42,42,90,26,.,30,42,-1,-1,-1,-1,35,-1,-1,-1,-1,.,-1,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,47,46,88,20,38,43,30,52,63,-1,.,38,49,48,64,25,44,48,37,47,79,20,.,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,44,63,56,86,-1,-1,45,58,64,-1,-1,.
"014802",92,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,.,-1,.,.,-1,.,.,75,67,92,73,59,46,86,71,81,76,-1,.,69,67,100,88,-1,36,78,72,-1,88,-1,.,75,67,92,73,59,46,86,71,81,76,-1,.,68,71,83,83,-1,43,83,80,71,71,-1,.,59,62,-1,56,-1,-1,-1,73,-1,62,.,.,-1,.,.,.,.,.,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,82,64,100,60,70,50,89,64,89,80,-1,.,75,67,92,73,59,46,86,71,81,76,-1,.,58,30,-1,-1,-1,-1,-1,-1,-1,-1,.,.,85,77,-1,-1,-1,-1,-1,70,-1,83,-1,.
"014803",88,79,-1,100,-1,59,100,82,-1,100,-1,86,-1,100,.,-1,-1,100,-1,100,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,68,66,69,61,62,59,76,73,76,78,50,68,59,56,53,44,54,46,71,65,64,86,45,60,66,63,65,57,63,55,74,67,74,81,47,71,67,64,62,60,60,55,79,69,67,76,61,79,62,62,57,41,66,58,67,71,63,76,48,60,-1,-1,.,.,.,.,.,-1,-1,.,-1,.,-1,-1,.,-1,.,-1,-1,-1,.,.,.,.,68,68,77,61,64,62,74,76,84,79,39,59,61,59,63,40,52,58,73,66,70,69,38,73,59,69,56,68,47,61,73,76,78,73,43,71,72,70,81,74,63,62,81,75,83,74,51,73
"014804",82,86,-1,-1,82,79,100,88,-1,-1,-1,83,90,91,-1,83,93,93,93,94,-1,-1,-1,100,.,-1,.,.,.,.,.,-1,.,-1,.,.,81,85,82,86,80,80,86,89,75,92,75,76,57,78,-1,73,70,75,65,81,-1,100,-1,-1,72,77,70,77,71,69,81,84,50,95,69,57,80,84,79,82,77,78,87,90,65,90,81,80,76,81,78,91,74,77,82,84,71,91,71,61,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,58,-1,-1,-1,71,-1,63,-1,.,-1,-1,82,86,85,89,83,82,84,89,85,94,68,70,63,67,65,70,57,53,72,74,64,89,54,44,33,56,-1,58,35,55,38,59,-1,-1,-1,43,82,86,84,85,81,81,87,91,77,93,78,80
"014901",83,83,100,-1,80,89,76,90,100,71,70,-1,86,82,83,-1,83,-1,83,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85,86,89,88,85,89,86,85,84,82,76,83,86,86,100,100,77,80,92,92,-1,-1,86,-1,77,78,81,82,77,81,80,77,73,70,68,75,84,86,86,87,82,88,88,86,79,76,80,89,78,77,81,80,79,79,83,76,68,76,73,69,95,93,-1,-1,100,100,100,83,-1,-1,-1,.,57,71,-1,71,-1,81,71,63,.,.,-1,-1,85,86,91,89,88,90,84,84,88,87,74,77,66,71,76,72,70,77,67,69,63,60,54,67,51,61,57,67,57,67,53,53,35,60,35,65,86,89,91,91,87,92,87,87,88,84,77,88
"014902",67,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,60,62,59,66,61,63,61,57,64,41,48,53,53,55,-1,48,46,62,52,80,75,-1,55,58,56,59,57,65,56,62,55,57,64,36,44,62,67,64,73,65,67,68,69,52,65,53,52,59,57,57,57,68,58,62,58,55,61,41,40,.,-1,.,-1,.,-1,.,-1,.,.,.,.,54,35,63,-1,60,33,52,40,67,-1,-1,-1,58,55,61,49,67,56,60,55,60,63,33,43,47,52,53,57,54,53,48,50,45,63,25,27,49,53,50,42,33,58,54,52,57,-1,64,-1,65,67,81,61,69,74,66,67,55,65,48,56
"014903",81,85,86,83,82,88,85,88,81,74,65,83,96,96,100,97,95,97,96,96,98,95,95,96,74,75,-1,-1,67,83,78,67,-1,.,-1,-1,81,81,85,85,84,83,84,80,82,80,64,73,73,73,75,75,76,74,79,72,72,66,52,73,72,71,76,77,75,74,76,70,71,69,53,62,82,83,85,84,85,83,86,84,81,79,69,79,74,73,77,77,78,75,76,71,75,73,55,65,79,71,85,65,78,79,82,78,89,50,56,58,47,52,43,49,57,64,46,47,45,51,33,41,79,79,85,85,83,82,82,77,82,81,58,67,64,65,68,70,68,69,69,65,63,62,40,52,67,70,67,75,70,72,71,70,70,61,52,63,85,86,90,90,88,87,88,86,86,86,69,77
"014905",100,100,-1,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,.,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,85,89,94,94,89,90,87,86,85,87,66,89,77,84,71,-1,83,100,83,70,88,88,45,.,83,85,92,89,87,88,86,83,82,77,60,85,88,92,93,95,91,92,91,90,83,92,76,91,83,84,92,91,88,88,88,81,82,71,57,86,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,48,39,-1,-1,-1,-1,71,-1,-1,-1,-1,.,83,86,94,94,88,89,83,82,86,81,56,87,74,74,88,74,79,78,74,72,86,73,47,81,73,75,83,80,78,79,68,72,77,-1,58,63,87,92,96,97,90,91,86,90,87,96,72,91
"014906",81,79,84,80,80,79,85,80,78,74,70,76,87,84,88,85,87,86,89,83,88,80,79,83,75,75,79,78,77,76,77,73,72,70,62,72,76,76,81,75,77,76,80,77,76,72,63,71,71,70,75,68,71,69,76,71,72,68,58,65,71,71,74,69,71,72,76,73,69,62,57,66,78,77,80,74,77,77,83,80,75,71,68,78,76,76,80,75,77,78,80,77,76,71,63,71,76,77,81,74,80,77,80,79,74,81,55,60,58,63,56,54,64,70,60,62,50,46,46,62,75,74,81,76,76,76,78,74,78,73,58,64,64,62,71,62,64,64,68,63,65,61,44,53,52,53,53,49,54,56,56,55,56,49,35,46,82,82,87,83,83,82,85,83,82,80,68,78
"014907",65,75,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,100,100,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,77,78,82,82,81,80,78,77,77,81,60,72,62,56,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,66,71,69,75,73,73,67,67,60,76,50,64,80,81,85,79,84,82,82,81,72,81,73,76,67,70,76,72,72,74,67,67,64,73,49,61,70,100,-1,.,-1,-1,-1,-1,-1,-1,-1,.,42,59,-1,-1,60,88,50,38,-1,-1,-1,-1,74,76,79,84,79,78,75,73,82,81,47,69,56,66,62,73,63,69,58,62,55,72,36,58,48,49,46,40,48,58,64,42,53,82,19,-1,81,83,85,87,85,84,83,81,81,84,64,79
"014908",97,82,100,-1,100,73,95,83,92,-1,100,-1,100,100,-1,-1,100,100,100,100,-1,-1,-1,100,100,-1,-1,.,-1,.,-1,-1,-1,.,-1,.,89,85,94,94,91,85,91,84,90,87,78,74,96,94,-1,100,100,100,100,92,-1,-1,-1,-1,77,69,84,83,80,69,81,68,74,69,58,52,90,87,94,92,90,83,93,87,91,89,82,84,84,74,90,89,86,76,85,71,82,80,77,53,84,75,100,-1,75,-1,89,-1,100,-1,-1,-1,59,52,65,75,69,57,65,46,-1,50,45,-1,89,84,94,96,91,86,89,81,89,85,73,66,72,68,83,85,80,72,73,63,69,74,46,39,72,66,77,72,77,76,75,66,63,40,59,46,90,88,95,95,91,87,92,87,91,90,78,79
"014909",74,73,85,83,77,68,75,74,75,87,50,62,90,84,95,85,94,88,88,81,87,89,84,82,92,92,83,-1,100,100,100,78,-1,-1,-1,-1,67,67,72,71,70,68,70,66,67,71,48,59,55,57,61,62,57,58,59,56,57,61,38,47,61,62,66,65,65,63,64,61,60,63,42,52,69,70,72,71,72,70,74,71,63,71,55,68,65,66,68,68,70,69,68,65,64,67,45,57,78,78,100,86,84,81,70,74,88,-1,50,-1,49,54,34,51,63,64,50,50,23,44,44,41,64,64,73,71,68,66,66,62,71,71,40,50,52,54,58,58,57,55,56,53,53,60,30,40,54,52,54,51,50,51,58,59,64,38,44,36,79,78,85,82,81,77,82,78,78,82,60,71
