DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD000AC01218R,DD000AC01318R,DD000AC01S18R,DD000AM01218R,DD000AM01318R,DD000AM01S18R,DD000AR01218R,DD000AR01318R,DD000AR01S18R,DD000AS01218R,DD000AS01318R,DD000AS01S18R,DD000AW01218R,DD000AW01318R,DD000AW01S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNC00AC01218R,DNC00AC01318R,DNC00AC01S18R,DNC00AM01218R,DNC00AM01318R,DNC00AM01S18R,DNC00AR01218R,DNC00AR01318R,DNC00AR01S18R,DNC00AS01218R,DNC00AS01318R,DNC00AS01S18R,DNC00AW01218R,DNC00AW01318R,DNC00AW01S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNM00AC01218R,DNM00AC01318R,DNM00AC01S18R,DNM00AM01218R,DNM00AM01318R,DNM00AM01S18R,DNM00AR01218R,DNM00AR01318R,DNM00AR01S18R,DNM00AS01218R,DNM00AS01318R,DNM00AS01S18R,DNM00AW01218R,DNM00AW01318R,DNM00AW01S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R,DNS00AC01218R,DNS00AC01318R,DNS00AC01S18R,DNS00AM01218R,DNS00AM01318R,DNS00AM01S18R,DNS00AR01218R,DNS00AR01318R,DNS00AR01S18R,DNS00AS01218R,DNS00AS01318R,DNS00AS01S18R,DNS00AW01218R,DNS00AW01318R,DNS00AW01S18R
"220915",33,11,70,27,5,65,42,14,78,27,10,69,18,6,50,41,11,70,51,19,82,58,24,84,51,21,93,49,15,77,57,37,80,42,4,62,68,37,89,89,33,100,74,53,95,63,25,88,-1,-1,-1,33,17,67,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,20,81,51,20,81,49,21,85,49,19,79,56,31,83,46,11,75,30,9,70,36,14,68,26,9,72,29,6,65,50,17,92,23,8,77,40,14,74,42,14,73,42,16,80,38,13,72,46,24,76,38,6,66,50,20,81,48,18,79,47,20,84,53,20,80,53,26,82,48,12,76,43,15,77,40,13,76,44,18,82,42,15,74,48,21,78,46,9,74,52,29,84,-1,-1,-1,43,19,81,55,32,82,-1,-1,-1,29,14,86,25,10,63,19,7,54,30,13,71,20,9,63,11,5,37,36,14,64,50,20,81,54,22,83,51,22,85,46,17,77,60,37,84,44,9,74,23,6,62,23,6,60,23,6,69,21,5,59,29,13,64,21,3,52,25,8,47,24,8,51,27,11,57,22,5,38,37,9,58,14,5,31,52,21,82,54,22,82,51,22,85,52,20,80,58,33,84,47,11,76,52,21,83,52,22,82,51,22,86,51,20,81,60,33,85,48,11,77,45,17,76,48,17,78,45,18,81,45,16,72,47,25,77,42,9,71,43,13,76,42,8,71,49,22,88,43,8,71,42,17,67,26,4,65
"220916",48,22,78,49,20,81,58,29,87,42,17,74,43,19,72,43,15,68,65,33,89,70,41,94,69,34,91,60,31,86,67,43,92,57,16,77,79,50,94,83,56,96,84,58,98,76,43,92,82,56,95,71,35,89,50,20,79,58,23,82,60,28,87,41,12,76,56,23,78,37,12,65,62,31,86,67,36,89,64,34,89,58,27,84,69,44,89,54,20,76,50,20,79,55,22,83,51,22,82,46,17,75,59,35,86,43,12,68,53,23,81,58,26,85,56,26,86,49,19,78,60,34,84,44,13,69,64,33,88,66,35,90,65,34,90,63,31,87,68,43,88,59,26,81,56,26,84,60,30,87,59,28,89,52,21,81,64,38,84,47,17,71,61,38,85,64,52,92,66,39,91,55,26,76,80,67,93,45,27,82,32,11,68,31,9,69,44,18,81,25,8,61,24,11,57,22,5,50,59,30,84,68,37,89,62,34,89,54,23,81,69,46,89,48,16,71,40,13,74,46,15,80,45,17,81,34,9,70,44,20,76,30,7,57,33,12,58,35,13,63,35,11,65,29,11,51,37,17,64,29,11,41,70,39,91,77,45,93,71,40,93,68,34,90,75,53,93,63,27,82,66,34,89,71,40,91,67,37,92,63,29,87,73,48,91,57,23,78,52,24,80,57,26,85,55,26,85,48,21,76,57,35,83,47,15,70,59,26,85,70,30,93,66,30,92,50,22,78,58,37,93,48,10,67
"220917",32,11,66,26,5,58,37,13,77,32,12,63,34,11,64,26,7,52,34,6,68,0,0,60,33,11,72,45,5,70,.,.,.,29,0,57,50,11,72,-1,-1,-1,-1,-1,-1,50,10,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,36,12,69,31,7,64,37,14,77,36,12,66,47,20,72,29,6,56,33,12,66,25,0,58,31,14,72,32,14,62,44,11,78,38,13,63,34,11,67,28,7,61,36,13,76,34,11,65,44,17,70,27,6,54,39,14,73,31,7,65,38,14,79,42,15,73,47,18,74,36,10,66,35,12,69,30,7,64,37,13,77,36,12,66,46,18,71,29,6,55,63,13,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,25,8,59,15,2,43,30,10,73,25,10,56,16,5,46,20,6,45,33,11,65,30,8,62,36,13,75,31,10,60,47,22,71,23,3,48,29,8,62,24,4,56,31,10,72,29,9,59,38,12,65,23,5,49,21,4,40,19,5,42,25,4,54,18,3,30,25,3,48,14,0,21,40,16,69,38,12,63,41,15,76,38,16,66,57,30,76,28,7,62,39,13,71,34,8,65,40,15,79,38,13,69,52,21,76,30,7,59,28,10,61,20,7,60,30,10,70,29,11,57,30,18,58,26,6,49,43,23,78,40,20,80,48,31,86,43,26,74,-1,-1,-1,31,0,69
"220918",39,15,72,39,13,74,42,17,77,36,13,67,38,15,73,41,14,64,60,28,86,68,30,92,54,25,86,62,28,84,64,43,90,54,15,74,62,32,86,64,32,90,67,37,89,56,28,81,69,43,93,63,24,83,41,11,71,36,9,82,48,10,81,45,13,68,29,14,71,-1,-1,-1,52,23,81,57,25,86,50,22,82,52,22,79,60,37,85,45,14,69,42,15,75,44,16,80,39,15,77,43,15,72,48,25,78,43,12,67,43,17,74,45,17,79,41,16,77,42,15,71,51,27,79,39,11,63,56,25,84,57,24,87,52,22,84,58,25,84,59,34,85,52,18,74,46,18,77,50,19,82,44,18,80,46,17,75,53,28,81,38,13,63,57,21,86,56,22,89,54,17,89,59,18,82,64,45,91,-1,-1,-1,27,8,60,24,7,61,33,11,70,24,8,55,18,4,57,23,4,44,49,22,78,57,26,84,48,21,80,47,18,74,61,39,85,38,10,63,30,8,66,36,8,74,28,8,69,28,7,62,37,14,72,24,4,48,25,8,47,29,7,54,25,8,49,24,9,43,24,11,50,22,5,34,60,28,85,66,33,90,56,26,86,59,27,84,70,47,88,49,14,72,56,25,83,60,28,87,53,24,84,56,23,81,64,40,87,48,16,71,46,18,76,51,20,82,43,17,79,45,18,74,51,28,79,40,10,64,48,21,81,56,23,85,52,25,86,44,17,78,56,39,83,35,8,61
"220919",73,47,91,53,26,86,84,60,94,69,43,88,77,46,100,73,45,91,91,67,99,92,70,99,93,71,100,88,63,98,97,81,98,86,58,100,93,74,98,88,66,98,96,86,99,92,69,98,95,82,99,94,66,98,86,64,100,-1,-1,-1,-1,-1,-1,80,60,100,-1,-1,-1,-1,-1,-1,87,59,97,85,56,97,90,67,98,85,53,97,88,73,98,84,48,96,78,49,93,74,40,94,81,56,95,77,44,91,87,67,100,76,52,93,58,24,80,53,17,87,61,29,86,57,20,76,75,56,88,38,8,54,88,61,98,83,51,97,90,66,98,89,60,98,86,69,98,88,57,97,82,49,96,79,42,96,85,57,96,81,44,95,85,68,99,77,38,90,56,26,81,-1,-1,-1,56,22,67,64,18,91,-1,-1,-1,-1,-1,-1,51,25,78,28,11,67,64,41,84,46,15,73,60,20,100,55,27,82,86,57,97,87,60,97,90,68,98,83,48,96,90,77,98,81,40,95,54,23,84,51,22,81,64,29,89,47,16,82,64,39,89,44,14,71,51,22,78,41,15,73,58,27,85,49,21,76,50,30,79,45,10,65,86,57,97,85,55,97,89,65,99,85,51,97,87,72,98,83,43,96,88,60,98,87,58,98,91,68,99,86,54,97,90,75,99,86,48,97,83,57,96,80,51,96,87,65,98,83,52,95,81,65,96,80,49,93,87,55,98,91,47,98,95,67,100,80,48,98,90,71,100,80,43,95
"220920",41,16,76,40,15,79,45,18,80,41,16,75,26,8,62,40,14,71,53,25,78,54,20,69,51,24,83,53,26,79,63,46,80,44,17,63,72,37,92,70,25,90,80,48,93,64,32,95,68,37,84,82,41,88,82,45,100,-1,-1,-1,-1,-1,-1,80,20,100,-1,-1,-1,.,.,.,47,20,78,48,20,78,46,20,82,47,20,77,52,28,77,47,14,74,31,11,65,27,5,61,26,10,70,33,11,63,43,21,63,35,12,67,40,15,74,38,14,71,39,15,79,41,15,72,42,21,69,40,10,68,49,21,82,46,17,78,46,20,84,52,23,82,47,23,76,56,20,81,43,17,77,42,17,78,43,17,81,43,17,76,45,21,73,43,11,71,69,31,89,-1,-1,-1,73,27,100,77,38,92,-1,-1,-1,40,0,80,33,12,71,29,7,69,38,14,78,32,13,70,16,4,49,31,10,64,45,19,76,50,23,78,45,20,80,44,17,73,55,33,79,38,9,68,27,8,64,25,6,63,26,8,70,26,8,62,36,14,64,25,5,56,22,7,41,25,11,44,22,8,47,19,5,37,36,8,55,18,3,25,53,24,82,55,26,82,50,23,85,53,23,80,57,33,83,51,16,78,51,22,81,52,24,82,50,23,84,50,21,79,57,30,83,50,16,77,39,15,73,37,13,72,38,14,77,41,17,72,38,22,63,39,10,67,40,18,80,46,17,79,42,19,87,38,18,79,55,41,86,26,7,63
"221801",31,11,66,26,7,60,33,13,69,33,13,71,19,8,53,27,6,53,50,24,78,52,23,86,43,18,74,59,30,83,44,32,76,43,14,66,71,41,92,72,40,89,72,45,94,72,41,93,60,36,77,73,30,88,35,26,52,60,60,80,22,22,33,42,25,58,-1,-1,-1,-1,-1,-1,44,19,75,43,18,72,40,17,74,51,23,80,41,25,66,42,11,67,32,12,64,24,9,58,29,11,64,37,16,70,27,16,53,35,7,61,34,13,67,32,12,64,31,11,67,39,17,73,32,20,58,30,7,57,45,19,76,40,14,71,38,16,73,54,26,83,39,22,63,48,14,72,36,13,70,34,10,66,33,12,70,42,17,77,29,15,58,34,7,61,29,7,61,20,0,50,20,5,68,38,13,56,17,0,50,42,8,67,27,9,63,22,6,57,30,12,67,28,10,67,16,6,50,22,4,49,44,19,74,45,21,74,42,18,75,47,20,77,44,27,70,37,8,61,22,7,55,17,4,48,20,6,56,28,10,64,13,6,38,20,3,47,18,7,39,15,7,36,17,7,39,20,7,46,14,5,32,17,4,26,53,24,81,52,23,79,47,20,80,60,28,86,52,32,74,50,14,73,52,24,82,51,22,80,48,22,82,57,27,85,53,31,78,51,14,74,40,17,71,39,16,68,35,14,70,47,21,77,36,21,61,38,10,63,38,16,72,47,25,75,38,16,76,36,18,74,31,17,59,33,4,55
"221901",35,13,67,36,14,66,45,16,80,27,11,61,34,18,63,32,7,52,43,17,74,43,18,79,45,18,79,41,14,71,45,28,68,43,12,66,58,30,86,54,30,90,65,35,92,53,23,83,54,35,74,82,36,93,55,23,91,-1,-1,-1,75,38,100,40,20,90,.,.,.,-1,-1,-1,42,17,73,45,17,76,44,19,79,40,15,70,48,25,72,33,8,58,31,10,63,31,9,63,31,12,71,29,9,59,40,20,66,27,6,48,35,12,68,37,11,71,38,14,76,33,11,65,39,18,64,27,5,52,43,17,75,44,16,77,43,18,80,44,17,75,46,22,72,37,9,64,34,11,68,35,10,70,37,14,77,33,10,65,39,17,64,26,4,52,46,24,69,56,33,67,50,27,77,34,11,66,63,38,75,56,44,56,23,7,55,17,5,52,33,9,72,18,6,49,9,0,45,20,6,38,41,17,71,46,19,74,44,20,79,37,14,66,51,29,71,29,7,53,24,6,59,25,6,62,27,7,69,21,5,54,34,13,59,13,3,35,24,8,44,22,6,45,28,11,57,21,7,38,20,7,38,21,7,28,54,25,81,62,28,85,54,27,85,53,23,80,62,36,83,41,11,67,42,17,73,45,17,76,44,19,80,40,15,71,49,26,72,33,8,58,41,16,71,45,17,75,41,18,77,40,15,69,45,25,69,32,6,58,37,14,67,50,14,77,41,13,77,35,17,66,46,21,64,18,2,37
"221904",31,19,53,-1,-1,-1,31,23,69,33,20,47,-1,-1,-1,-1,-1,-1,48,28,70,43,14,86,64,36,71,41,29,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,37,13,68,38,9,74,42,16,75,34,12,63,31,8,64,33,10,59,44,6,63,57,0,71,38,0,63,42,8,58,-1,-1,-1,-1,-1,-1,30,9,61,33,4,68,36,13,70,26,9,54,27,6,60,26,7,45,39,13,72,41,7,74,42,16,77,39,15,71,29,6,64,42,13,68,31,13,64,38,7,72,36,18,71,30,13,60,19,9,64,21,8,42,33,8,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,22,15,48,-1,-1,-1,30,20,70,18,18,36,-1,-1,-1,-1,-1,-1,34,12,63,36,12,74,42,16,72,29,10,55,33,11,65,25,8,51,19,5,52,21,3,58,22,7,61,17,4,46,18,2,46,13,4,34,18,6,38,16,6,42,25,8,43,12,4,32,14,5,38,25,4,39,38,12,69,38,11,73,43,15,76,35,12,64,37,9,66,35,9,64,36,13,67,36,9,73,43,17,75,34,13,63,28,8,59,34,9,60,37,12,69,44,10,76,39,14,74,34,12,63,35,8,73,29,13,56,63,31,81,-1,-1,-1,60,60,80,50,17,67,-1,-1,-1,-1,-1,-1
"221905",-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,9,81,24,9,88,35,11,80,52,7,81,67,33,100,36,0,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,7,76,23,8,85,26,9,72,43,5,75,60,0,100,40,0,70,51,12,89,32,5,95,43,18,85,67,9,91,-1,-1,-1,71,0,86,33,13,87,-1,-1,-1,29,14,71,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,30,7,74,13,13,80,28,5,74,39,6,72,60,40,100,20,0,60,24,3,71,9,4,83,23,5,72,34,0,66,-1,-1,-1,13,0,38,4,0,56,0,0,80,10,0,50,0,0,50,-1,-1,-1,-1,-1,-1,42,9,81,27,10,87,36,11,81,55,6,81,67,33,100,32,0,63,37,9,79,21,11,84,38,9,77,41,10,76,50,17,100,38,0,77,45,9,85,27,7,93,30,13,83,68,4,89,-1,-1,-1,33,0,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"221911",-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,51,27,78,50,13,75,53,24,88,45,32,68,-1,-1,-1,67,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,28,87,51,24,83,60,29,91,64,28,86,64,36,88,64,23,82,42,25,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,16,76,31,16,75,42,17,86,41,14,72,53,21,82,37,8,55,66,29,90,50,22,87,63,30,91,73,33,92,58,27,88,72,26,86,51,22,81,33,20,70,49,22,88,53,22,79,50,35,80,74,9,83,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,27,84,52,26,81,56,28,91,56,24,80,67,43,87,57,21,79,30,7,66,20,3,61,33,9,77,30,5,62,46,14,78,23,2,44,31,11,55,29,8,46,30,12,64,30,14,53,42,8,75,32,4,36,63,29,88,54,25,85,62,31,92,66,29,87,66,36,89,63,25,82,62,29,87,52,25,82,61,30,91,64,29,86,63,38,88,65,25,83,59,26,87,49,22,86,56,28,91,63,27,85,66,32,87,61,19,81,53,16,90,50,17,83,44,0,89,71,35,94,-1,-1,-1,43,14,100
"221912",53,27,90,37,21,84,63,30,98,47,30,85,64,45,91,57,0,93,68,37,93,66,34,97,74,46,97,63,31,90,79,71,93,72,17,83,76,50,94,67,52,90,80,56,98,79,52,92,80,47,93,60,27,100,91,45,100,-1,-1,-1,-1,-1,-1,80,40,100,-1,-1,-1,.,.,.,71,36,92,74,40,94,73,38,95,67,32,90,81,60,95,62,19,85,62,32,90,60,40,88,66,31,98,56,25,85,83,70,96,64,23,86,53,21,86,57,23,88,57,24,92,48,18,84,55,39,86,48,11,75,72,37,93,73,39,94,73,37,95,70,35,92,78,52,94,68,26,88,62,28,89,62,30,90,65,30,93,59,26,88,74,56,93,56,11,81,64,23,95,-1,-1,-1,88,13,100,50,20,90,.,.,.,-1,-1,-1,35,12,84,0,0,70,50,21,96,34,14,79,-1,-1,-1,44,0,89,69,35,91,76,40,94,74,39,95,63,30,89,83,67,96,57,13,82,40,9,77,43,9,82,44,9,85,36,6,71,55,27,87,24,0,58,33,10,60,37,6,70,39,13,71,26,9,49,32,15,68,32,9,49,73,38,93,79,42,95,76,40,95,69,34,91,82,60,96,63,20,85,74,38,93,80,43,95,77,41,96,69,34,92,84,62,97,65,19,87,64,31,90,64,33,91,67,32,93,61,28,88,73,54,92,56,18,81,45,17,86,25,17,67,56,16,93,48,21,92,-1,-1,-1,23,8,62
"222901",18,0,55,.,.,.,-1,-1,-1,20,0,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,20,82,43,17,91,54,28,87,53,18,78,52,19,86,45,0,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,12,68,11,11,78,34,13,75,34,13,63,36,18,73,42,0,50,66,27,88,55,27,100,70,43,90,66,23,86,75,13,88,56,0,78,43,13,74,40,13,87,50,17,81,43,12,69,47,13,80,18,0,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,38,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,14,77,33,8,83,42,16,84,43,14,71,38,23,85,36,0,55,30,6,69,20,0,80,31,13,78,30,0,65,46,15,77,10,0,30,26,18,42,-1,-1,-1,25,17,50,31,15,38,40,40,40,-1,-1,-1,67,32,96,50,25,100,62,46,96,73,31,96,67,33,100,78,0,89,56,21,85,44,19,94,57,27,89,60,21,81,67,25,92,45,0,73,44,17,76,43,14,86,50,29,83,41,14,72,33,11,78,44,0,56,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"223901",20,4,53,20,3,66,26,7,63,17,4,46,10,5,57,17,0,23,48,12,79,57,14,86,67,25,83,33,0,75,-1,-1,-1,-1,-1,-1,82,18,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,28,10,60,31,9,68,36,14,68,24,7,54,29,12,68,16,1,36,22,7,55,18,9,55,26,15,74,18,2,48,30,10,60,27,0,36,23,7,55,27,7,63,31,10,64,19,5,48,24,10,61,11,1,32,32,11,66,32,8,70,39,16,72,31,9,62,27,11,72,21,2,46,26,8,58,28,8,66,35,12,66,22,6,51,26,10,67,13,1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,2,38,13,4,57,13,2,51,9,1,27,7,0,53,0,0,0,25,9,55,30,10,66,33,12,64,19,6,47,31,13,65,13,1,30,13,2,45,15,3,57,21,3,56,8,2,35,15,4,55,2,0,15,11,2,26,9,3,27,12,0,35,12,2,22,4,4,26,7,0,7,37,16,68,42,14,77,38,19,74,36,15,63,44,24,76,25,3,44,29,10,61,31,9,68,37,14,69,26,8,55,28,11,68,18,2,38,25,9,56,30,11,68,30,14,63,20,5,48,32,14,70,11,0,30,24,5,47,22,11,56,32,5,55,24,5,43,-1,-1,-1,0,0,20
"223902",21,3,61,0,0,80,50,8,75,9,0,45,-1,-1,-1,-1,-1,-1,33,0,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,7,66,31,8,77,35,9,75,27,8,62,26,3,57,22,2,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,2,60,20,2,72,28,4,69,19,2,55,25,0,54,12,0,36,29,8,68,28,8,79,31,8,75,32,10,67,13,0,43,22,4,52,21,4,59,19,2,74,28,6,69,16,4,50,29,5,57,8,0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,21,3,59,-1,-1,-1,45,9,73,10,0,40,-1,-1,-1,-1,-1,-1,31,7,64,35,8,73,41,11,75,20,4,56,50,8,83,22,0,43,14,0,51,14,0,65,23,1,60,11,0,43,5,0,40,0,0,27,5,0,40,0,0,36,6,0,53,10,0,35,0,0,40,-1,-1,-1,46,14,80,52,19,81,52,17,85,47,16,85,21,0,57,42,5,68,32,8,67,35,9,76,38,10,77,29,8,60,28,4,60,22,3,53,20,3,63,9,0,82,24,4,64,20,7,70,20,0,50,20,0,30,33,0,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
